Frequency (Hz)	Level (dB)
86.132812	-42.767090
172.265625	-46.211178
258.398438	-53.540379
344.531250	-62.176662
430.664062	-68.741051
516.796875	-71.858299
602.929688	-73.179741
689.062500	-74.932579
775.195312	-77.637138
861.328125	-80.651131
947.460938	-83.756805
1033.593750	-86.085403
1119.726562	-87.529884
1205.859375	-88.127037
1291.992188	-88.910988
1378.125000	-90.250328
1464.257812	-91.674301
1550.390625	-93.578903
1636.523438	-94.784027
1722.656250	-95.112511
1808.789062	-96.144150
1894.921875	-97.422867
1981.054688	-97.886765
2067.187500	-98.294319
2153.320312	-98.349442
2239.453125	-98.037338
2325.585938	-98.710304
2411.718750	-99.373062
2497.851562	-99.501762
2583.984375	-99.278572
2670.117188	-98.900909
2756.250000	-99.246033
2842.382812	-99.645409
2928.515625	-99.531723
3014.648438	-99.667183
3100.781250	-100.020103
3186.914062	-100.101387
3273.046875	-100.167831
3359.179688	-100.266312
3445.312500	-100.484932
3531.445312	-100.289818
3617.578125	-100.110596
3703.710938	-100.141914
3789.843750	-100.214844
3875.976562	-100.540764
3962.109375	-100.526123
4048.242188	-100.660889
4134.375000	-100.959816
4220.507812	-100.743484
4306.640625	-100.903015
4392.773438	-101.340637
4478.906250	-101.348793
4565.039062	-101.357918
4651.171875	-101.928009
4737.304688	-101.826561
4823.437500	-101.991585
4909.570312	-101.867012
4995.703125	-102.379311
5081.835938	-102.905876
5167.968750	-103.389503
5254.101562	-103.359100
5340.234375	-103.357178
5426.367188	-103.523499
