Frequency (Hz)	Level (dB)
86.132812	-37.866955
172.265625	-43.415096
258.398438	-53.468754
344.531250	-66.638748
430.664062	-72.409149
516.796875	-76.292374
602.929688	-80.308769
689.062500	-79.797699
775.195312	-80.060005
861.328125	-82.737175
947.460938	-84.810417
1033.593750	-85.725082
1119.726562	-87.181061
1205.859375	-88.529358
1291.992188	-88.031052
1378.125000	-87.949921
1464.257812	-90.916527
1550.390625	-92.578041
1636.523438	-91.829536
1722.656250	-91.993538
1808.789062	-92.818466
1894.921875	-94.123459
1981.054688	-95.471733
2067.187500	-95.714455
2153.320312	-94.400978
2239.453125	-94.527962
2325.585938	-96.940536
2411.718750	-97.469223
2497.851562	-95.693085
2583.984375	-95.405579
2670.117188	-97.551750
2756.250000	-98.309311
2842.382812	-96.873428
2928.515625	-97.235229
3014.648438	-98.442429
3100.781250	-98.849434
3186.914062	-98.448769
3273.046875	-98.591156
3359.179688	-98.977348
3445.312500	-99.455063
3531.445312	-99.524406
3617.578125	-99.314018
3703.710938	-99.272438
3789.843750	-99.444084
3875.976562	-99.999039
3962.109375	-100.016510
4048.242188	-99.836510
4134.375000	-100.163033
4220.507812	-100.366013
4306.640625	-100.813591
4392.773438	-100.696869
4478.906250	-100.850624
4565.039062	-101.207832
4651.171875	-101.099846
4737.304688	-101.364571
4823.437500	-101.545013
4909.570312	-101.933914
4995.703125	-102.168900
5081.835938	-102.158287
5167.968750	-103.085953
5254.101562	-103.236160
5340.234375	-103.161560
5426.367188	-103.309845
