Frequency (Hz)	Level (dB)
86.132812	-22.834820
172.265625	-31.510984
258.398438	-45.328907
344.531250	-57.344662
430.664062	-64.498734
516.796875	-68.564507
602.929688	-73.947647
689.062500	-74.958473
775.195312	-76.062729
861.328125	-78.432320
947.460938	-80.993217
1033.593750	-80.935547
1119.726562	-83.290802
1205.859375	-84.968338
1291.992188	-85.348961
1378.125000	-86.158226
1464.257812	-89.104164
1550.390625	-90.406769
1636.523438	-90.142784
1722.656250	-90.493462
1808.789062	-92.051758
1894.921875	-93.198288
1981.054688	-93.124344
2067.187500	-92.957802
2153.320312	-93.685020
2239.453125	-94.586235
2325.585938	-95.753418
2411.718750	-95.783989
2497.851562	-94.870384
2583.984375	-95.047882
2670.117188	-96.496597
2756.250000	-97.560471
2842.382812	-96.700905
2928.515625	-96.647942
3014.648438	-97.631523
3100.781250	-98.291763
3186.914062	-98.107109
3273.046875	-98.323601
3359.179688	-98.958717
3445.312500	-98.875740
3531.445312	-98.900864
3617.578125	-99.307655
3703.710938	-99.356972
3789.843750	-99.304588
3875.976562	-99.594521
3962.109375	-99.745476
4048.242188	-99.650963
4134.375000	-100.015396
4220.507812	-100.245575
4306.640625	-100.293312
4392.773438	-100.451515
4478.906250	-100.729317
4565.039062	-101.085045
4651.171875	-100.860657
4737.304688	-101.297668
4823.437500	-101.625656
4909.570312	-101.973602
4995.703125	-102.234879
5081.835938	-102.607697
5167.968750	-102.675507
5254.101562	-103.009109
5340.234375	-103.449570
5426.367188	-103.646515
