Frequency (Hz)	Level (dB)
86.132812	-24.777592
172.265625	-30.517757
258.398438	-38.045952
344.531250	-42.420212
430.664062	-47.554859
516.796875	-49.791054
602.929688	-51.052372
689.062500	-56.961365
775.195312	-58.675632
861.328125	-60.966290
947.460938	-63.407444
1033.593750	-65.465408
1119.726562	-63.937840
1205.859375	-67.055481
1291.992188	-70.222389
1378.125000	-67.485054
1464.257812	-74.504852
1550.390625	-73.331642
1636.523438	-72.856728
1722.656250	-76.812508
1808.789062	-76.399696
1894.921875	-76.727348
1981.054688	-76.310753
2067.187500	-81.903099
2153.320312	-78.735664
2239.453125	-78.515236
2325.585938	-85.009850
2411.718750	-79.560364
2497.851562	-81.217384
2583.984375	-83.533409
2670.117188	-82.894958
2756.250000	-82.920792
2842.382812	-84.549828
2928.515625	-88.411240
3014.648438	-82.932610
3100.781250	-85.725533
3186.914062	-86.172630
3273.046875	-83.773445
3359.179688	-87.189178
3445.312500	-87.501015
3531.445312	-87.816971
3617.578125	-88.587662
3703.710938	-91.482773
3789.843750	-89.582390
3875.976562	-87.385628
3962.109375	-90.880775
4048.242188	-88.539009
4134.375000	-88.310112
4220.507812	-92.264160
4306.640625	-91.307167
4392.773438	-91.667244
4478.906250	-93.536942
4565.039062	-94.281746
4651.171875	-91.572418
4737.304688	-91.633514
4823.437500	-94.061371
4909.570312	-91.608513
4995.703125	-92.806992
5081.835938	-96.202179
5167.968750	-94.235023
5254.101562	-94.313469
5340.234375	-96.587067
5426.367188	-95.742821
