Frequency (Hz)	Level (dB)
86.132812	-34.687809
172.265625	-37.191658
258.398438	-42.114685
344.531250	-50.816757
430.664062	-58.504333
516.796875	-61.696198
602.929688	-65.187149
689.062500	-69.489502
775.195312	-72.793884
861.328125	-76.782013
947.460938	-81.191910
1033.593750	-82.606583
1119.726562	-82.593231
1205.859375	-83.662590
1291.992188	-84.687538
1378.125000	-86.626205
1464.257812	-89.664200
1550.390625	-89.795174
1636.523438	-90.570473
1722.656250	-92.464478
1808.789062	-93.128281
1894.921875	-92.627213
1981.054688	-93.495911
2067.187500	-94.918739
2153.320312	-95.332420
2239.453125	-95.300667
2325.585938	-95.717903
2411.718750	-96.006477
2497.851562	-97.062492
2583.984375	-97.941963
2670.117188	-97.676033
2756.250000	-96.949677
2842.382812	-97.491837
2928.515625	-98.657738
3014.648438	-98.756721
3100.781250	-98.295067
3186.914062	-98.100510
3273.046875	-99.105545
3359.179688	-99.358376
3445.312500	-99.115601
3531.445312	-99.460815
3617.578125	-99.554947
3703.710938	-99.646301
3789.843750	-99.954124
3875.976562	-100.089386
3962.109375	-100.237839
4048.242188	-100.179466
4134.375000	-100.538483
4220.507812	-100.694901
4306.640625	-100.808250
4392.773438	-100.844574
4478.906250	-101.094673
4565.039062	-101.493088
4651.171875	-101.626396
4737.304688	-101.577141
4823.437500	-101.652985
4909.570312	-101.794342
4995.703125	-102.506752
5081.835938	-102.712921
5167.968750	-103.335800
5254.101562	-103.315598
5340.234375	-103.429230
5426.367188	-103.459839
