Frequency (Hz)	Level (dB)
86.132812	-35.967667
172.265625	-37.527283
258.398438	-43.128773
344.531250	-49.212086
430.664062	-52.182106
516.796875	-55.331398
602.929688	-59.145870
689.062500	-62.406090
775.195312	-65.920639
861.328125	-68.178627
947.460938	-68.949799
1033.593750	-71.371307
1119.726562	-73.947250
1205.859375	-75.363396
1291.992188	-77.481087
1378.125000	-79.740204
1464.257812	-81.313286
1550.390625	-81.367302
1636.523438	-82.424454
1722.656250	-83.566360
1808.789062	-84.853676
1894.921875	-86.013611
1981.054688	-87.673164
2067.187500	-88.635010
2153.320312	-89.951630
2239.453125	-90.442009
2325.585938	-91.464211
2411.718750	-92.792732
2497.851562	-93.319763
2583.984375	-93.486809
2670.117188	-93.151260
2756.250000	-93.682243
2842.382812	-93.643265
2928.515625	-93.406960
3014.648438	-93.246574
3100.781250	-93.506203
3186.914062	-94.180992
3273.046875	-95.229492
3359.179688	-95.891922
3445.312500	-96.778206
3531.445312	-97.514313
3617.578125	-98.450249
3703.710938	-99.069946
3789.843750	-99.234550
3875.976562	-99.504433
3962.109375	-99.528481
4048.242188	-99.701218
4134.375000	-99.826149
4220.507812	-100.249413
4306.640625	-100.522591
4392.773438	-100.594246
4478.906250	-100.665710
4565.039062	-100.902397
4651.171875	-101.384506
4737.304688	-101.540901
4823.437500	-101.215775
4909.570312	-101.715965
4995.703125	-102.477051
5081.835938	-102.734520
5167.968750	-102.906769
5254.101562	-102.819511
5340.234375	-102.873016
5426.367188	-103.390083
