Frequency (Hz)	Level (dB)
86.132812	-19.952312
172.265625	-29.524822
258.398438	-39.235928
344.531250	-49.217281
430.664062	-55.297977
516.796875	-60.849934
602.929688	-64.737511
689.062500	-68.015984
775.195312	-71.300362
861.328125	-73.250153
947.460938	-76.098404
1033.593750	-77.221748
1119.726562	-78.659782
1205.859375	-78.902252
1291.992188	-80.401810
1378.125000	-81.220085
1464.257812	-83.451416
1550.390625	-84.778877
1636.523438	-86.014427
1722.656250	-87.248108
1808.789062	-87.224724
1894.921875	-88.267731
1981.054688	-88.277649
2067.187500	-88.973473
2153.320312	-89.147293
2239.453125	-89.867035
2325.585938	-90.937080
2411.718750	-91.531654
2497.851562	-92.853828
2583.984375	-92.852135
2670.117188	-93.561249
2756.250000	-93.801056
2842.382812	-94.321671
2928.515625	-95.101898
3014.648438	-95.243881
3100.781250	-95.653336
3186.914062	-95.499664
3273.046875	-96.278328
3359.179688	-96.345894
3445.312500	-96.850479
3531.445312	-97.227386
3617.578125	-97.476456
3703.710938	-97.806633
3789.843750	-97.565857
3875.976562	-98.013954
3962.109375	-97.787598
4048.242188	-98.248932
4134.375000	-98.452812
4220.507812	-99.090714
4306.640625	-99.441849
4392.773438	-99.292984
4478.906250	-99.799492
4565.039062	-99.748108
4651.171875	-100.321129
4737.304688	-100.513237
4823.437500	-101.176682
4909.570312	-101.821724
4995.703125	-101.819420
5081.835938	-102.266396
5167.968750	-102.551147
5254.101562	-103.117447
5340.234375	-103.291084
5426.367188	-103.213730
