Frequency (Hz)	Level (dB)
86.132812	-27.031084
172.265625	-36.390827
258.398438	-49.145473
344.531250	-63.076595
430.664062	-72.193283
516.796875	-77.820000
602.929688	-82.094460
689.062500	-86.115608
775.195312	-88.738716
861.328125	-91.011368
947.460938	-92.865913
1033.593750	-94.209755
1119.726562	-94.985611
1205.859375	-95.317810
1291.992188	-96.339920
1378.125000	-97.514397
1464.257812	-97.797638
1550.390625	-98.396957
1636.523438	-98.681000
1722.656250	-98.984848
1808.789062	-99.168312
1894.921875	-99.232315
1981.054688	-99.500740
2067.187500	-99.599358
2153.320312	-99.852776
2239.453125	-99.819397
2325.585938	-99.742325
2411.718750	-100.006935
2497.851562	-100.237679
2583.984375	-100.361282
2670.117188	-100.395142
2756.250000	-100.395676
2842.382812	-100.477402
2928.515625	-100.451561
3014.648438	-100.523590
3100.781250	-100.673447
3186.914062	-100.595779
3273.046875	-100.787666
3359.179688	-100.900360
3445.312500	-101.185074
3531.445312	-100.659851
3617.578125	-100.690231
3703.710938	-100.797066
3789.843750	-101.019745
3875.976562	-100.886574
3962.109375	-100.916489
4048.242188	-101.293304
4134.375000	-101.385994
4220.507812	-101.293671
4306.640625	-101.213959
4392.773438	-101.393837
4478.906250	-101.679649
4565.039062	-101.943810
4651.171875	-102.181084
4737.304688	-102.416595
4823.437500	-102.575623
4909.570312	-102.767464
4995.703125	-103.066132
5081.835938	-103.402420
5167.968750	-103.773071
5254.101562	-104.000595
5340.234375	-104.073120
5426.367188	-104.058525
