Frequency (Hz)	Level (dB)
86.132812	-18.679211
172.265625	-30.447556
258.398438	-42.959686
344.531250	-53.837181
430.664062	-61.959011
516.796875	-67.776733
602.929688	-70.890991
689.062500	-75.057800
775.195312	-77.192085
861.328125	-79.896492
947.460938	-81.651604
1033.593750	-82.781197
1119.726562	-84.532227
1205.859375	-85.522499
1291.992188	-87.978645
1378.125000	-86.995293
1464.257812	-89.052475
1550.390625	-90.343201
1636.523438	-90.965515
1722.656250	-92.046295
1808.789062	-92.243507
1894.921875	-94.333817
1981.054688	-93.220131
2067.187500	-95.137428
2153.320312	-95.350128
2239.453125	-95.346222
2325.585938	-96.442070
2411.718750	-96.058914
2497.851562	-97.031769
2583.984375	-96.695839
2670.117188	-98.099770
2756.250000	-97.749748
2842.382812	-97.785828
2928.515625	-98.902580
3014.648438	-98.501427
3100.781250	-99.023354
3186.914062	-98.925591
3273.046875	-99.371391
3359.179688	-99.200829
3445.312500	-99.490425
3531.445312	-99.777061
3617.578125	-99.577538
3703.710938	-100.160751
3789.843750	-100.214607
3875.976562	-100.143837
3962.109375	-100.352898
4048.242188	-100.940285
4134.375000	-100.660065
4220.507812	-100.518913
4306.640625	-101.085785
4392.773438	-101.000671
4478.906250	-101.386108
4565.039062	-101.408226
4651.171875	-101.770302
4737.304688	-101.968803
4823.437500	-102.177666
4909.570312	-102.148499
4995.703125	-102.148872
5081.835938	-102.560181
5167.968750	-103.150589
5254.101562	-103.102577
5340.234375	-103.021835
5426.367188	-103.236382
