Frequency (Hz)	Level (dB)
86.132812	-40.013851
172.265625	-41.802753
258.398438	-48.344151
344.531250	-59.114670
430.664062	-66.399628
516.796875	-72.577515
602.929688	-76.869568
689.062500	-79.775032
775.195312	-82.412491
861.328125	-85.161072
947.460938	-87.883820
1033.593750	-90.467918
1119.726562	-91.574333
1205.859375	-91.819130
1291.992188	-92.316193
1378.125000	-93.669304
1464.257812	-94.629578
1550.390625	-94.522812
1636.523438	-95.636314
1722.656250	-96.037086
1808.789062	-95.917297
1894.921875	-96.596138
1981.054688	-97.183762
2067.187500	-96.877792
2153.320312	-97.280998
2239.453125	-97.946289
2325.585938	-98.032242
2411.718750	-97.975357
2497.851562	-98.396545
2583.984375	-98.966568
2670.117188	-99.450600
2756.250000	-98.991180
2842.382812	-98.917488
2928.515625	-99.401817
3014.648438	-99.713005
3100.781250	-99.679848
3186.914062	-99.543968
3273.046875	-99.432678
3359.179688	-99.923042
3445.312500	-100.358788
3531.445312	-100.253166
3617.578125	-100.191696
3703.710938	-100.083237
3789.843750	-100.435020
3875.976562	-100.574722
3962.109375	-100.496201
4048.242188	-100.881317
4134.375000	-100.855171
4220.507812	-100.826378
4306.640625	-100.989151
4392.773438	-101.073181
4478.906250	-101.240150
4565.039062	-101.375320
4651.171875	-101.684715
4737.304688	-101.831360
4823.437500	-102.116516
4909.570312	-102.548393
4995.703125	-102.840981
5081.835938	-102.957085
5167.968750	-103.347664
5254.101562	-103.748573
5340.234375	-103.856972
5426.367188	-103.916138
