Frequency (Hz)	Level (dB)
86.132812	-28.544897
172.265625	-32.302525
258.398438	-38.221756
344.531250	-45.399124
430.664062	-50.911530
516.796875	-54.291885
602.929688	-58.245686
689.062500	-60.621468
775.195312	-62.895844
861.328125	-66.840523
947.460938	-69.391617
1033.593750	-71.350815
1119.726562	-73.159004
1205.859375	-75.359581
1291.992188	-77.438225
1378.125000	-78.593063
1464.257812	-80.630882
1550.390625	-82.116707
1636.523438	-83.381104
1722.656250	-83.415611
1808.789062	-85.096191
1894.921875	-86.487488
1981.054688	-86.963470
2067.187500	-87.701233
2153.320312	-88.317123
2239.453125	-88.990044
2325.585938	-90.183746
2411.718750	-90.287964
2497.851562	-89.537079
2583.984375	-90.091370
2670.117188	-91.828117
2756.250000	-91.978127
2842.382812	-90.840614
2928.515625	-91.292831
3014.648438	-92.172340
3100.781250	-92.811287
3186.914062	-92.741966
3273.046875	-92.680801
3359.179688	-93.166504
3445.312500	-94.392357
3531.445312	-94.691986
3617.578125	-95.247551
3703.710938	-96.012085
3789.843750	-96.269905
3875.976562	-96.615288
3962.109375	-97.200424
4048.242188	-97.211792
4134.375000	-97.594902
4220.507812	-97.944389
4306.640625	-97.929085
4392.773438	-98.429298
4478.906250	-99.087608
4565.039062	-99.252617
4651.171875	-98.791519
4737.304688	-99.450974
4823.437500	-100.099350
4909.570312	-100.007385
4995.703125	-100.154373
5081.835938	-100.650711
5167.968750	-101.491463
5254.101562	-101.857620
5340.234375	-101.900612
5426.367188	-101.927696
