Frequency (Hz)	Level (dB)
86.132812	-26.193800
172.265625	-26.954098
258.398438	-32.729874
344.531250	-38.760834
430.664062	-41.446835
516.796875	-47.011051
602.929688	-51.102818
689.062500	-49.394112
775.195312	-51.942867
861.328125	-52.120975
947.460938	-51.869987
1033.593750	-56.406895
1119.726562	-61.565712
1205.859375	-62.007015
1291.992188	-59.762466
1378.125000	-60.259979
1464.257812	-63.262630
1550.390625	-62.748512
1636.523438	-62.785213
1722.656250	-68.712540
1808.789062	-71.308456
1894.921875	-68.565376
1981.054688	-68.787956
2067.187500	-72.631027
2153.320312	-74.392776
2239.453125	-74.665909
2325.585938	-75.728729
2411.718750	-74.895927
2497.851562	-73.211548
2583.984375	-73.981979
2670.117188	-76.241928
2756.250000	-80.845108
2842.382812	-88.577934
2928.515625	-80.508537
3014.648438	-74.513000
3100.781250	-75.302238
3186.914062	-77.901886
3273.046875	-76.582909
3359.179688	-77.385345
3445.312500	-84.738655
3531.445312	-79.809746
3617.578125	-79.941360
3703.710938	-80.562752
3789.843750	-80.081383
3875.976562	-81.405045
3962.109375	-80.794601
4048.242188	-82.877365
4134.375000	-85.036736
4220.507812	-79.841209
4306.640625	-81.041580
4392.773438	-89.158119
4478.906250	-85.533516
4565.039062	-84.845192
4651.171875	-86.451424
4737.304688	-84.230743
4823.437500	-84.618645
4909.570312	-85.470589
4995.703125	-86.894249
5081.835938	-89.203247
5167.968750	-93.637047
5254.101562	-95.454620
5340.234375	-92.488922
5426.367188	-88.593872
