Frequency (Hz)	Level (dB)
86.132812	-19.297014
172.265625	-28.994278
258.398438	-40.670803
344.531250	-47.914352
430.664062	-54.627857
516.796875	-59.990162
602.929688	-63.449177
689.062500	-64.461891
775.195312	-68.676598
861.328125	-72.475189
947.460938	-73.266457
1033.593750	-73.056938
1119.726562	-73.875702
1205.859375	-78.941116
1291.992188	-78.984276
1378.125000	-80.225548
1464.257812	-77.904213
1550.390625	-81.205902
1636.523438	-82.672638
1722.656250	-85.899689
1808.789062	-83.043228
1894.921875	-83.529694
1981.054688	-84.789642
2067.187500	-87.112854
2153.320312	-87.753723
2239.453125	-86.988281
2325.585938	-87.351280
2411.718750	-88.216515
2497.851562	-89.337486
2583.984375	-90.589157
2670.117188	-90.125877
2756.250000	-90.243530
2842.382812	-90.114304
2928.515625	-91.073509
3014.648438	-90.547035
3100.781250	-90.890793
3186.914062	-92.067719
3273.046875	-91.851295
3359.179688	-95.061539
3445.312500	-94.132278
3531.445312	-94.452011
3617.578125	-92.564575
3703.710938	-95.166237
3789.843750	-95.754440
3875.976562	-96.723763
3962.109375	-94.700233
4048.242188	-95.073387
4134.375000	-96.368767
4220.507812	-97.305389
4306.640625	-97.250877
4392.773438	-96.392365
4478.906250	-97.302498
4565.039062	-97.773872
4651.171875	-98.678909
4737.304688	-98.683975
4823.437500	-98.688698
4909.570312	-98.912132
4995.703125	-99.336655
5081.835938	-99.938179
5167.968750	-100.352196
5254.101562	-100.688438
5340.234375	-100.906616
5426.367188	-101.221069
