Frequency (Hz)	Level (dB)
86.132812	-33.363934
172.265625	-34.566479
258.398438	-39.981712
344.531250	-48.626167
430.664062	-53.098980
516.796875	-57.045734
602.929688	-60.195042
689.062500	-62.411259
775.195312	-64.777878
861.328125	-67.247177
947.460938	-70.253326
1033.593750	-71.267738
1119.726562	-72.133270
1205.859375	-74.201271
1291.992188	-75.723907
1378.125000	-75.982628
1464.257812	-77.190765
1550.390625	-80.940460
1636.523438	-82.260651
1722.656250	-83.522911
1808.789062	-83.834381
1894.921875	-85.227997
1981.054688	-86.488213
2067.187500	-86.906891
2153.320312	-86.805199
2239.453125	-87.374260
2325.585938	-88.812912
2411.718750	-89.230461
2497.851562	-89.080185
2583.984375	-89.321266
2670.117188	-89.892090
2756.250000	-90.661926
2842.382812	-89.786583
2928.515625	-88.898338
3014.648438	-90.241409
3100.781250	-92.237488
3186.914062	-92.397903
3273.046875	-92.816010
3359.179688	-93.550766
3445.312500	-94.069832
3531.445312	-94.259529
3617.578125	-94.790863
3703.710938	-95.487953
3789.843750	-95.825012
3875.976562	-95.925797
3962.109375	-96.847740
4048.242188	-97.452942
4134.375000	-97.915886
4220.507812	-98.269646
4306.640625	-98.299980
4392.773438	-98.409309
4478.906250	-98.794312
4565.039062	-98.780365
4651.171875	-98.704468
4737.304688	-98.954193
4823.437500	-99.574913
4909.570312	-100.408333
4995.703125	-100.610870
5081.835938	-100.634460
5167.968750	-101.096001
5254.101562	-101.337502
5340.234375	-101.682037
5426.367188	-101.946976
