Frequency (Hz)	Level (dB)
86.132812	-36.842052
172.265625	-42.525597
258.398438	-52.646122
344.531250	-65.041931
430.664062	-72.436508
516.796875	-77.418938
602.929688	-81.972900
689.062500	-83.315781
775.195312	-83.994102
861.328125	-85.898216
947.460938	-88.844933
1033.593750	-89.370277
1119.726562	-90.775177
1205.859375	-92.344673
1291.992188	-91.831551
1378.125000	-91.591934
1464.257812	-94.012337
1550.390625	-95.466827
1636.523438	-95.260788
1722.656250	-95.075180
1808.789062	-96.511635
1894.921875	-97.702553
1981.054688	-97.470848
2067.187500	-97.403717
2153.320312	-97.271019
2239.453125	-98.003502
2325.585938	-99.083374
2411.718750	-98.618080
2497.851562	-97.690285
2583.984375	-98.056870
2670.117188	-99.347710
2756.250000	-99.428398
2842.382812	-98.885849
2928.515625	-98.872887
3014.648438	-99.537132
3100.781250	-99.744896
3186.914062	-99.346481
3273.046875	-99.533867
3359.179688	-100.040466
3445.312500	-100.388351
3531.445312	-100.264595
3617.578125	-100.166573
3703.710938	-100.224922
3789.843750	-100.296616
3875.976562	-100.817993
3962.109375	-101.087303
4048.242188	-100.864288
4134.375000	-100.852737
4220.507812	-100.952126
4306.640625	-101.140015
4392.773438	-101.503830
4478.906250	-101.638771
4565.039062	-101.776817
4651.171875	-101.814293
4737.304688	-102.184196
4823.437500	-102.340836
4909.570312	-102.390694
4995.703125	-102.916924
5081.835938	-103.161278
5167.968750	-103.434547
5254.101562	-103.472435
5340.234375	-103.797821
5426.367188	-103.874146
