Frequency (Hz)	Level (dB)
86.132812	-39.205811
172.265625	-42.735889
258.398438	-50.956573
344.531250	-59.088802
430.664062	-63.218445
516.796875	-66.847450
602.929688	-70.023567
689.062500	-72.419777
775.195312	-73.729073
861.328125	-75.771301
947.460938	-78.337624
1033.593750	-80.319260
1119.726562	-82.138405
1205.859375	-84.278061
1291.992188	-85.861580
1378.125000	-86.724358
1464.257812	-88.395348
1550.390625	-90.098412
1636.523438	-91.345718
1722.656250	-91.997345
1808.789062	-92.740433
1894.921875	-93.778351
1981.054688	-94.504944
2067.187500	-95.663162
2153.320312	-95.814514
2239.453125	-95.801941
2325.585938	-96.866875
2411.718750	-97.502068
2497.851562	-97.150970
2583.984375	-96.877213
2670.117188	-97.184998
2756.250000	-97.969269
2842.382812	-97.716171
2928.515625	-97.433884
3014.648438	-97.869202
3100.781250	-98.764801
3186.914062	-98.724915
3273.046875	-98.612717
3359.179688	-98.792679
3445.312500	-99.332161
3531.445312	-99.400017
3617.578125	-99.252777
3703.710938	-99.859566
3789.843750	-99.844170
3875.976562	-100.311378
3962.109375	-100.816803
4048.242188	-100.524933
4134.375000	-100.631012
4220.507812	-100.477180
4306.640625	-100.762337
4392.773438	-101.075104
4478.906250	-101.147964
4565.039062	-101.416763
4651.171875	-101.382462
4737.304688	-101.340912
4823.437500	-101.665268
4909.570312	-102.368172
4995.703125	-102.360306
5081.835938	-102.385742
5167.968750	-103.168503
5254.101562	-103.297867
5340.234375	-103.280891
5426.367188	-103.121735
