Frequency (Hz)	Level (dB)
86.132812	-29.105261
172.265625	-34.559742
258.398438	-41.632080
344.531250	-48.885010
430.664062	-54.875381
516.796875	-59.564415
602.929688	-62.289383
689.062500	-68.707886
775.195312	-70.123001
861.328125	-72.018280
947.460938	-75.858017
1033.593750	-78.141121
1119.726562	-80.208275
1205.859375	-82.045601
1291.992188	-82.516930
1378.125000	-83.464691
1464.257812	-85.315399
1550.390625	-87.877388
1636.523438	-88.559441
1722.656250	-88.514153
1808.789062	-88.761139
1894.921875	-90.622673
1981.054688	-92.025864
2067.187500	-92.197067
2153.320312	-91.863281
2239.453125	-92.506477
2325.585938	-94.167671
2411.718750	-93.711769
2497.851562	-90.338905
2583.984375	-88.141060
2670.117188	-91.754913
2756.250000	-94.739265
2842.382812	-94.694839
2928.515625	-95.209465
3014.648438	-96.838318
3100.781250	-97.619644
3186.914062	-96.503807
3273.046875	-96.275116
3359.179688	-97.317406
3445.312500	-98.180801
3531.445312	-98.615562
3617.578125	-98.947067
3703.710938	-99.224426
3789.843750	-99.251083
3875.976562	-99.413582
3962.109375	-99.347923
4048.242188	-99.405869
4134.375000	-98.884697
4220.507812	-98.658867
4306.640625	-99.282089
4392.773438	-100.028923
4478.906250	-100.393936
4565.039062	-100.702538
4651.171875	-100.971619
4737.304688	-101.030823
4823.437500	-101.427460
4909.570312	-101.963676
4995.703125	-102.373878
5081.835938	-102.417351
5167.968750	-102.863434
5254.101562	-103.087112
5340.234375	-103.297096
5426.367188	-103.572876
