Frequency (Hz)	Level (dB)
86.132812	-25.940580
172.265625	-28.460310
258.398438	-38.245209
344.531250	-48.189861
430.664062	-52.195168
516.796875	-54.627304
602.929688	-57.072330
689.062500	-61.678242
775.195312	-67.067932
861.328125	-70.500313
947.460938	-71.694275
1033.593750	-73.214737
1119.726562	-74.023560
1205.859375	-75.240059
1291.992188	-76.385635
1378.125000	-77.537483
1464.257812	-80.476616
1550.390625	-81.778877
1636.523438	-82.113098
1722.656250	-85.208672
1808.789062	-86.402145
1894.921875	-87.080963
1981.054688	-88.077690
2067.187500	-89.348816
2153.320312	-89.711494
2239.453125	-91.830132
2325.585938	-92.884018
2411.718750	-92.438187
2497.851562	-92.189087
2583.984375	-92.771065
2670.117188	-93.874344
2756.250000	-93.922356
2842.382812	-94.278000
2928.515625	-93.456749
3014.648438	-92.884796
3100.781250	-94.276237
3186.914062	-95.586288
3273.046875	-95.933563
3359.179688	-96.706253
3445.312500	-96.783867
3531.445312	-97.589432
3617.578125	-97.081642
3703.710938	-97.709312
3789.843750	-98.412178
3875.976562	-98.185387
3962.109375	-98.565643
4048.242188	-98.833427
4134.375000	-99.367149
4220.507812	-98.822601
4306.640625	-98.751686
4392.773438	-99.284447
4478.906250	-99.934113
4565.039062	-100.125038
4651.171875	-100.198067
4737.304688	-100.668930
4823.437500	-100.916191
4909.570312	-100.754303
4995.703125	-100.999008
5081.835938	-101.566582
5167.968750	-101.797562
5254.101562	-101.986786
5340.234375	-102.093948
5426.367188	-102.012962
