Frequency (Hz)	Level (dB)
86.132812	-22.632671
172.265625	-27.968596
258.398438	-37.701351
344.531250	-45.873375
430.664062	-56.329586
516.796875	-60.977505
602.929688	-62.195919
689.062500	-66.032539
775.195312	-68.459343
861.328125	-70.254799
947.460938	-72.375977
1033.593750	-72.882812
1119.726562	-72.715683
1205.859375	-73.583626
1291.992188	-73.164917
1378.125000	-73.815178
1464.257812	-75.912224
1550.390625	-75.671280
1636.523438	-74.384766
1722.656250	-74.469742
1808.789062	-77.720428
1894.921875	-78.929504
1981.054688	-78.653503
2067.187500	-78.912994
2153.320312	-79.254875
2239.453125	-80.242722
2325.585938	-82.224609
2411.718750	-82.427216
2497.851562	-81.506554
2583.984375	-81.225082
2670.117188	-82.009834
2756.250000	-81.717705
2842.382812	-82.162193
2928.515625	-83.431366
3014.648438	-82.831154
3100.781250	-82.194534
3186.914062	-82.698563
3273.046875	-83.497536
3359.179688	-83.684990
3445.312500	-82.780754
3531.445312	-81.450912
3617.578125	-80.473274
3703.710938	-80.634682
3789.843750	-79.106773
3875.976562	-78.495857
3962.109375	-81.852119
4048.242188	-82.487419
4134.375000	-81.300507
4220.507812	-82.047844
4306.640625	-83.433189
4392.773438	-83.620300
4478.906250	-83.045219
4565.039062	-82.093887
4651.171875	-81.207970
4737.304688	-80.555298
4823.437500	-79.377632
4909.570312	-77.382584
4995.703125	-74.677742
5081.835938	-71.839340
5167.968750	-70.224945
5254.101562	-70.480026
5340.234375	-72.781769
5426.367188	-76.436455
