Frequency (Hz)	Level (dB)
86.132812	-25.628344
172.265625	-29.554813
258.398438	-34.374947
344.531250	-43.412407
430.664062	-48.395432
516.796875	-50.336613
602.929688	-53.680073
689.062500	-57.626503
775.195312	-59.687305
861.328125	-62.112835
947.460938	-64.072662
1033.593750	-62.557693
1119.726562	-63.373161
1205.859375	-66.230347
1291.992188	-68.546593
1378.125000	-68.864731
1464.257812	-68.393333
1550.390625	-69.484520
1636.523438	-72.249977
1722.656250	-75.923439
1808.789062	-77.427620
1894.921875	-77.466286
1981.054688	-77.469223
2067.187500	-75.958672
2153.320312	-75.879639
2239.453125	-78.183899
2325.585938	-81.879532
2411.718750	-82.361809
2497.851562	-82.426338
2583.984375	-84.964462
2670.117188	-86.209465
2756.250000	-85.025917
2842.382812	-86.608208
2928.515625	-90.620697
3014.648438	-88.626045
3100.781250	-85.317184
3186.914062	-85.579987
3273.046875	-88.753830
3359.179688	-92.926933
3445.312500	-95.445755
3531.445312	-96.623039
3617.578125	-95.007858
3703.710938	-93.127968
3789.843750	-92.079025
3875.976562	-94.857399
3962.109375	-98.454491
4048.242188	-96.550781
4134.375000	-94.527939
4220.507812	-97.228424
4306.640625	-101.722656
4392.773438	-104.189293
4478.906250	-103.944633
4565.039062	-104.513412
4651.171875	-104.324387
4737.304688	-102.821159
4823.437500	-102.332321
4909.570312	-105.552681
4995.703125	-107.972977
5081.835938	-108.440155
5167.968750	-108.724602
5254.101562	-109.108063
5340.234375	-109.115974
5426.367188	-109.510605
