Frequency (Hz)	Level (dB)
86.132812	-19.687113
172.265625	-19.557827
258.398438	-23.691296
344.531250	-34.266098
430.664062	-41.109856
516.796875	-43.895279
602.929688	-48.160473
689.062500	-53.925030
775.195312	-57.919315
861.328125	-58.685184
947.460938	-56.410511
1033.593750	-55.535561
1119.726562	-57.431499
1205.859375	-60.519806
1291.992188	-62.767498
1378.125000	-63.563316
1464.257812	-62.271507
1550.390625	-61.629150
1636.523438	-63.031956
1722.656250	-65.073135
1808.789062	-66.069427
1894.921875	-66.521591
1981.054688	-66.312950
2067.187500	-66.533257
2153.320312	-67.243759
2239.453125	-67.955452
2325.585938	-68.689407
2411.718750	-68.457741
2497.851562	-68.708176
2583.984375	-69.525345
2670.117188	-69.372536
2756.250000	-69.622635
2842.382812	-70.018883
2928.515625	-69.954308
3014.648438	-70.204552
3100.781250	-70.754822
3186.914062	-71.098907
3273.046875	-71.493927
3359.179688	-72.049004
3445.312500	-72.458031
3531.445312	-72.685593
3617.578125	-72.888847
3703.710938	-73.049606
3789.843750	-73.575340
3875.976562	-74.059525
3962.109375	-74.470917
4048.242188	-74.972847
4134.375000	-75.445427
4220.507812	-75.738586
4306.640625	-76.378738
4392.773438	-76.757614
4478.906250	-77.001091
4565.039062	-77.376312
4651.171875	-77.690086
4737.304688	-77.939766
4823.437500	-78.244675
4909.570312	-78.725555
4995.703125	-79.394257
5081.835938	-79.754593
5167.968750	-79.725372
5254.101562	-79.860748
5340.234375	-80.077522
5426.367188	-80.188568
