Frequency (Hz)	Level (dB)
86.132812	-16.117687
172.265625	-21.898697
258.398438	-29.147650
344.531250	-37.134426
430.664062	-42.663193
516.796875	-45.275990
602.929688	-45.791050
689.062500	-46.632244
775.195312	-50.062328
861.328125	-54.898239
947.460938	-52.372208
1033.593750	-54.291519
1119.726562	-52.304104
1205.859375	-53.548740
1291.992188	-54.897964
1378.125000	-54.375900
1464.257812	-58.826374
1550.390625	-61.163441
1636.523438	-60.121037
1722.656250	-58.702934
1808.789062	-57.755577
1894.921875	-58.170677
1981.054688	-63.240574
2067.187500	-64.805054
2153.320312	-61.744713
2239.453125	-60.089142
2325.585938	-60.442017
2411.718750	-63.050430
2497.851562	-68.610909
2583.984375	-68.550964
2670.117188	-66.014236
2756.250000	-63.345345
2842.382812	-61.758625
2928.515625	-65.611023
3014.648438	-72.251709
3100.781250	-70.941757
3186.914062	-66.809425
3273.046875	-64.612045
3359.179688	-65.856575
3445.312500	-71.502556
3531.445312	-77.519524
3617.578125	-74.316689
3703.710938	-68.234146
3789.843750	-66.706779
3875.976562	-69.388084
3962.109375	-73.425697
4048.242188	-78.107536
4134.375000	-75.294601
4220.507812	-72.241379
4306.640625	-71.739021
4392.773438	-74.936790
4478.906250	-79.102180
4565.039062	-82.859322
4651.171875	-80.075882
4737.304688	-76.741699
4823.437500	-78.172867
4909.570312	-82.701981
4995.703125	-86.897369
5081.835938	-89.951836
5167.968750	-87.136673
5254.101562	-88.268143
5340.234375	-94.273132
5426.367188	-92.354256
