Frequency (Hz)	Level (dB)
86.132812	-15.000175
172.265625	-16.197403
258.398438	-21.235653
344.531250	-33.317310
430.664062	-38.053093
516.796875	-40.733101
602.929688	-45.387947
689.062500	-50.931248
775.195312	-52.668476
861.328125	-52.881134
947.460938	-52.889076
1033.593750	-54.601727
1119.726562	-57.190102
1205.859375	-59.758003
1291.992188	-59.745693
1378.125000	-59.450935
1464.257812	-59.666859
1550.390625	-61.049641
1636.523438	-63.023540
1722.656250	-63.918571
1808.789062	-64.083969
1894.921875	-63.730667
1981.054688	-64.136635
2067.187500	-65.266388
2153.320312	-66.571732
2239.453125	-66.794029
2325.585938	-66.975723
2411.718750	-67.135193
2497.851562	-67.840454
2583.984375	-68.454651
2670.117188	-68.839859
2756.250000	-68.968529
2842.382812	-69.093773
2928.515625	-69.450333
3014.648438	-70.027039
3100.781250	-70.419563
3186.914062	-70.388771
3273.046875	-70.543762
3359.179688	-71.107971
3445.312500	-71.667397
3531.445312	-72.162308
3617.578125	-72.631660
3703.710938	-72.979004
3789.843750	-73.298126
3875.976562	-73.749069
3962.109375	-74.358376
4048.242188	-74.810822
4134.375000	-75.282303
4220.507812	-75.337334
4306.640625	-75.713028
4392.773438	-76.344345
4478.906250	-77.069633
4565.039062	-77.573936
4651.171875	-77.703224
4737.304688	-78.029678
4823.437500	-78.159546
4909.570312	-78.806557
4995.703125	-78.980087
5081.835938	-79.042572
5167.968750	-79.188087
5254.101562	-79.322708
5340.234375	-79.516151
5426.367188	-79.784210
