Frequency (Hz)	Level (dB)
86.132812	-11.623348
172.265625	-16.289745
258.398438	-22.796829
344.531250	-30.944046
430.664062	-32.905983
516.796875	-35.078934
602.929688	-39.171806
689.062500	-39.908810
775.195312	-41.872356
861.328125	-43.762447
947.460938	-45.291824
1033.593750	-47.275959
1119.726562	-48.398865
1205.859375	-49.112995
1291.992188	-50.460640
1378.125000	-51.439472
1464.257812	-52.364941
1550.390625	-54.162708
1636.523438	-54.020168
1722.656250	-54.257458
1808.789062	-55.662498
1894.921875	-57.345600
1981.054688	-57.748352
2067.187500	-57.580101
2153.320312	-57.779285
2239.453125	-59.738712
2325.585938	-61.324989
2411.718750	-60.979065
2497.851562	-60.516655
2583.984375	-62.310520
2670.117188	-63.502125
2756.250000	-63.624733
2842.382812	-64.197701
2928.515625	-64.526230
3014.648438	-64.403709
3100.781250	-66.168869
3186.914062	-66.894379
3273.046875	-66.169968
3359.179688	-65.985237
3445.312500	-67.468628
3531.445312	-68.072090
3617.578125	-67.918213
3703.710938	-68.359077
3789.843750	-68.248611
3875.976562	-68.996956
3962.109375	-70.083160
4048.242188	-70.376556
4134.375000	-70.780083
4220.507812	-71.540718
4306.640625	-72.679909
4392.773438	-74.033386
4478.906250	-74.396019
4565.039062	-74.550560
4651.171875	-75.655022
4737.304688	-77.419693
4823.437500	-76.492172
4909.570312	-75.510490
4995.703125	-73.900856
5081.835938	-71.674385
5167.968750	-70.314201
5254.101562	-70.752190
5340.234375	-73.596718
5426.367188	-77.293152
