Frequency (Hz)	Level (dB)
86.132812	-16.362717
172.265625	-18.735853
258.398438	-26.699739
344.531250	-33.689060
430.664062	-36.406025
516.796875	-41.264828
602.929688	-44.365383
689.062500	-49.309689
775.195312	-54.437675
861.328125	-56.423729
947.460938	-54.327805
1033.593750	-52.604313
1119.726562	-55.220295
1205.859375	-58.647545
1291.992188	-57.998184
1378.125000	-58.301575
1464.257812	-60.496998
1550.390625	-61.870335
1636.523438	-62.503166
1722.656250	-63.147350
1808.789062	-64.193420
1894.921875	-64.823570
1981.054688	-63.753803
2067.187500	-64.022728
2153.320312	-65.748886
2239.453125	-66.359062
2325.585938	-66.247757
2411.718750	-67.177650
2497.851562	-68.663071
2583.984375	-68.477295
2670.117188	-67.936295
2756.250000	-68.281097
2842.382812	-68.952003
2928.515625	-69.222244
3014.648438	-69.289078
3100.781250	-70.004051
3186.914062	-70.345383
3273.046875	-70.897675
3359.179688	-71.024330
3445.312500	-71.558884
3531.445312	-72.254951
3617.578125	-72.377052
3703.710938	-72.572914
3789.843750	-73.062752
3875.976562	-73.576508
3962.109375	-74.200478
4048.242188	-74.370102
4134.375000	-75.009911
4220.507812	-75.512856
4306.640625	-75.555519
4392.773438	-76.210487
4478.906250	-76.874481
4565.039062	-77.279472
4651.171875	-77.673943
4737.304688	-77.745705
4823.437500	-77.614815
4909.570312	-78.304832
4995.703125	-78.752335
5081.835938	-78.954529
5167.968750	-79.371574
5254.101562	-79.457680
5340.234375	-79.815521
5426.367188	-79.812775
