Frequency (Hz)	Level (dB)
86.132812	-11.368575
172.265625	-18.701771
258.398438	-26.475014
344.531250	-33.136799
430.664062	-36.475529
516.796875	-39.290516
602.929688	-42.728100
689.062500	-44.968880
775.195312	-47.106930
861.328125	-49.191711
947.460938	-50.996696
1033.593750	-52.890388
1119.726562	-54.871101
1205.859375	-56.369682
1291.992188	-57.577351
1378.125000	-59.163086
1464.257812	-60.917473
1550.390625	-61.963345
1636.523438	-63.218376
1722.656250	-63.469357
1808.789062	-64.028603
1894.921875	-64.607758
1981.054688	-65.238327
2067.187500	-66.216438
2153.320312	-67.248177
2239.453125	-67.127350
2325.585938	-67.582024
2411.718750	-68.218117
2497.851562	-68.758804
2583.984375	-69.342369
2670.117188	-69.846870
2756.250000	-70.160736
2842.382812	-70.620140
2928.515625	-72.343681
3014.648438	-73.701546
3100.781250	-73.268013
3186.914062	-72.930901
3273.046875	-73.905945
3359.179688	-75.060020
3445.312500	-74.828972
3531.445312	-73.956978
3617.578125	-75.120880
3703.710938	-76.066414
3789.843750	-76.243835
3875.976562	-76.215416
3962.109375	-77.231834
4048.242188	-77.945755
4134.375000	-78.291130
4220.507812	-78.598877
4306.640625	-78.595169
4392.773438	-79.320496
4478.906250	-80.165184
4565.039062	-79.819855
4651.171875	-79.290916
4737.304688	-80.528030
4823.437500	-81.920990
4909.570312	-81.425385
4995.703125	-80.912292
5081.835938	-81.382248
5167.968750	-81.858856
5254.101562	-82.411400
5340.234375	-82.940788
5426.367188	-82.527740
