Frequency (Hz)	Level (dB)
86.132812	-17.973652
172.265625	-24.281111
258.398438	-29.236454
344.531250	-28.896887
430.664062	-31.488470
516.796875	-36.494900
602.929688	-42.096970
689.062500	-49.438118
775.195312	-53.114300
861.328125	-54.879677
947.460938	-56.181137
1033.593750	-57.696255
1119.726562	-59.212566
1205.859375	-59.928722
1291.992188	-60.846470
1378.125000	-61.851444
1464.257812	-63.074940
1550.390625	-64.041519
1636.523438	-64.851486
1722.656250	-65.717529
1808.789062	-66.520729
1894.921875	-67.339317
1981.054688	-67.802269
2067.187500	-67.951988
2153.320312	-68.070953
2239.453125	-68.325104
2325.585938	-68.346359
2411.718750	-68.682434
2497.851562	-68.929649
2583.984375	-69.029449
2670.117188	-69.355461
2756.250000	-69.761543
2842.382812	-70.210510
2928.515625	-70.731491
3014.648438	-70.784332
3100.781250	-71.006584
3186.914062	-71.317894
3273.046875	-71.594788
3359.179688	-72.002762
3445.312500	-72.534523
3531.445312	-73.080246
3617.578125	-73.272194
3703.710938	-73.557495
3789.843750	-73.871010
3875.976562	-74.137581
3962.109375	-74.541641
4048.242188	-75.071312
4134.375000	-75.489815
4220.507812	-75.926537
4306.640625	-76.562370
4392.773438	-77.151825
4478.906250	-77.578865
4565.039062	-77.481567
4651.171875	-77.587898
4737.304688	-78.117455
4823.437500	-78.587570
4909.570312	-79.005928
4995.703125	-79.113121
5081.835938	-79.302521
5167.968750	-79.669739
5254.101562	-80.245270
5340.234375	-80.534027
5426.367188	-80.451553
