Frequency (Hz)	Level (dB)
86.132812	-22.673470
172.265625	-19.446169
258.398438	-22.532675
344.531250	-30.356401
430.664062	-35.291409
516.796875	-39.507328
602.929688	-40.635216
689.062500	-40.264595
775.195312	-47.322819
861.328125	-49.831825
947.460938	-49.458694
1033.593750	-54.125717
1119.726562	-59.663464
1205.859375	-61.838959
1291.992188	-66.920921
1378.125000	-68.047050
1464.257812	-67.815620
1550.390625	-69.084534
1636.523438	-69.398125
1722.656250	-69.167603
1808.789062	-69.731773
1894.921875	-72.107140
1981.054688	-74.396820
2067.187500	-76.841179
2153.320312	-77.433540
2239.453125	-76.102211
2325.585938	-76.287659
2411.718750	-75.651009
2497.851562	-75.667068
2583.984375	-76.476700
2670.117188	-77.638969
2756.250000	-77.681290
2842.382812	-77.953979
2928.515625	-81.352554
3014.648438	-83.237091
3100.781250	-83.865379
3186.914062	-83.549385
3273.046875	-84.198341
3359.179688	-85.393150
3445.312500	-86.482407
3531.445312	-87.503387
3617.578125	-88.246208
3703.710938	-87.780792
3789.843750	-87.764320
3875.976562	-87.989456
3962.109375	-88.160942
4048.242188	-88.315788
4134.375000	-89.037743
4220.507812	-91.034790
4306.640625	-92.430260
4392.773438	-91.870567
4478.906250	-91.344078
4565.039062	-91.157822
4651.171875	-91.545052
4737.304688	-92.205605
4823.437500	-92.389336
4909.570312	-92.471489
4995.703125	-93.975494
5081.835938	-96.778702
5167.968750	-97.385956
5254.101562	-96.107597
5340.234375	-95.638336
5426.367188	-95.506676
