Frequency (Hz)	Level (dB)
86.132812	-15.106600
172.265625	-21.025936
258.398438	-27.751257
344.531250	-35.164661
430.664062	-41.516296
516.796875	-42.481785
602.929688	-46.206429
689.062500	-51.362923
775.195312	-53.753357
861.328125	-55.794804
947.460938	-58.839344
1033.593750	-59.324448
1119.726562	-59.917324
1205.859375	-60.935329
1291.992188	-61.346684
1378.125000	-61.926682
1464.257812	-64.000671
1550.390625	-65.428497
1636.523438	-65.371857
1722.656250	-66.828743
1808.789062	-68.856056
1894.921875	-69.358887
1981.054688	-69.490631
2067.187500	-70.290512
2153.320312	-71.503677
2239.453125	-71.458542
2325.585938	-72.135033
2411.718750	-71.764954
2497.851562	-73.047928
2583.984375	-74.743286
2670.117188	-74.664574
2756.250000	-74.523911
2842.382812	-76.681419
2928.515625	-77.315056
3014.648438	-76.961281
3100.781250	-77.219505
3186.914062	-77.143875
3273.046875	-77.570137
3359.179688	-78.090752
3445.312500	-77.882736
3531.445312	-78.285690
3617.578125	-79.266998
3703.710938	-80.014168
3789.843750	-79.494888
3875.976562	-79.234848
3962.109375	-79.711670
4048.242188	-80.666298
4134.375000	-81.195572
4220.507812	-80.746956
4306.640625	-80.547096
4392.773438	-79.941185
4478.906250	-78.175774
4565.039062	-76.782402
4651.171875	-75.801376
4737.304688	-75.353386
4823.437500	-75.094246
4909.570312	-74.518288
4995.703125	-73.497025
5081.835938	-72.640625
5167.968750	-72.730728
5254.101562	-74.311462
5340.234375	-77.491440
5426.367188	-80.059418
