Frequency (Hz)	Level (dB)
86.132813	-19.681046
172.265625	-22.960478
258.398438	-29.122967
344.531250	-33.218456
430.664063	-36.364624
516.796875	-39.652500
602.929688	-42.117786
689.062500	-45.314999
775.195313	-46.730274
861.328125	-48.669334
947.460938	-50.549133
1033.593750	-51.981781
1119.726563	-53.466785
1205.859375	-55.097088
1291.992188	-56.187912
1378.125000	-57.230843
1464.257813	-58.235924
1550.390625	-58.889774
1636.523438	-61.027058
1722.656250	-60.245075
1808.789063	-60.018066
1894.921875	-61.248810
1981.054688	-63.977890
2067.187500	-64.373962
2153.320313	-64.573433
2239.453125	-65.268158
2325.585938	-67.596832
2411.718750	-70.038391
2497.851563	-71.540611
2583.984375	-71.908417
2670.117188	-72.442871
2756.250000	-72.361679
2842.382813	-71.022827
2928.515625	-72.120468
3014.648438	-73.006744
3100.781250	-74.298531
3186.914063	-71.963226
3273.046875	-73.781212
3359.179688	-77.407135
3445.312500	-76.925224
3531.445313	-76.110657
3617.578125	-78.610840
3703.710938	-80.079964
3789.843750	-79.322868
3875.976563	-80.366707
3962.109375	-80.634712
4048.242188	-80.096169
4134.375000	-80.713310
4220.507813	-81.350021
4306.640625	-84.115143
4392.773438	-85.951027
4478.906250	-84.423737
4565.039063	-85.188377
4651.171875	-89.451561
4737.304688	-93.366402
4823.437500	-92.473671
4909.570313	-91.641792
4995.703125	-94.129150
5081.835938	-96.915016
5167.968750	-98.114594
5254.101563	-101.079712
5340.234375	-104.793808
5426.367188	-107.418289
