Frequency (Hz)	Level (dB)
86.132813	-41.655449
172.265625	-37.128738
258.398438	-35.707821
344.531250	-37.472569
430.664063	-39.548740
516.796875	-41.405201
602.929688	-44.108421
689.062500	-46.089657
775.195313	-47.893536
861.328125	-50.138172
947.460938	-52.117779
1033.593750	-52.271175
1119.726563	-53.549721
1205.859375	-55.491478
1291.992188	-55.998196
1378.125000	-56.348709
1464.257813	-57.545391
1550.390625	-58.927143
1636.523438	-59.807087
1722.656250	-60.767487
1808.789063	-61.990070
1894.921875	-62.749043
1981.054688	-63.793312
2067.187500	-65.208313
2153.320313	-66.604408
2239.453125	-68.662445
2325.585938	-69.680313
2411.718750	-70.322533
2497.851563	-71.132675
2583.984375	-70.325951
2670.117188	-70.386353
2756.250000	-70.790588
2842.382813	-70.846001
2928.515625	-71.049202
3014.648438	-72.334366
3100.781250	-72.881462
3186.914063	-72.408813
3273.046875	-73.556648
3359.179688	-74.738968
3445.312500	-74.915123
3531.445313	-75.252647
3617.578125	-75.840172
3703.710938	-76.971268
3789.843750	-77.378174
3875.976563	-78.060745
3962.109375	-79.751205
4048.242188	-80.778870
4134.375000	-81.697166
4220.507813	-82.333130
4306.640625	-83.268364
4392.773438	-83.914299
4478.906250	-84.393806
4565.039063	-84.996483
4651.171875	-86.150009
4737.304688	-86.622871
4823.437500	-87.891441
4909.570313	-89.534042
4995.703125	-91.402321
5081.835938	-93.278900
5167.968750	-95.629082
5254.101563	-98.015083
5340.234375	-100.136391
5426.367188	-104.576462
