Frequency (Hz)	Level (dB)
86.132813	-18.595139
172.265625	-20.666233
258.398438	-26.827530
344.531250	-30.758322
430.664063	-34.564606
516.796875	-36.796188
602.929688	-38.653252
689.062500	-39.913544
775.195313	-41.818741
861.328125	-43.684917
947.460938	-44.163761
1033.593750	-44.921085
1119.726563	-47.673370
1205.859375	-48.863201
1291.992188	-48.300663
1378.125000	-51.040836
1464.257813	-53.437592
1550.390625	-52.196198
1636.523438	-53.819752
1722.656250	-57.020271
1808.789063	-56.467861
1894.921875	-56.332985
1981.054688	-59.886185
2067.187500	-60.359997
2153.320313	-58.997532
2239.453125	-61.078999
2325.585938	-62.753677
2411.718750	-62.434498
2497.851563	-62.825825
2583.984375	-64.522789
2670.117188	-64.999268
2756.250000	-64.671242
2842.382813	-65.846703
2928.515625	-66.273689
3014.648438	-66.505585
3100.781250	-67.352966
3186.914063	-67.463287
3273.046875	-67.710129
3359.179688	-68.776924
3445.312500	-69.189857
3531.445313	-69.754189
3617.578125	-70.804459
3703.710938	-71.618057
3789.843750	-72.209557
3875.976563	-71.866653
3962.109375	-73.214386
4048.242188	-74.741516
4134.375000	-73.496788
4220.507813	-74.141174
4306.640625	-76.701294
4392.773438	-75.874794
4478.906250	-76.065964
4565.039063	-78.227264
4651.171875	-79.752388
4737.304688	-79.811333
4823.437500	-81.625587
4909.570313	-85.030083
4995.703125	-85.628738
5081.835938	-86.958366
5167.968750	-91.125092
5254.101563	-92.654182
5340.234375	-94.822533
5426.367188	-97.045845
