Frequency (Hz)	Level (dB)
86.132813	-28.499575
172.265625	-26.641226
258.398438	-27.608807
344.531250	-29.652634
430.664063	-32.938858
516.796875	-35.681976
602.929688	-38.472790
689.062500	-40.618053
775.195313	-41.737389
861.328125	-42.712654
947.460938	-43.192944
1033.593750	-45.023491
1119.726563	-46.279415
1205.859375	-46.718132
1291.992188	-49.715115
1378.125000	-48.574764
1464.257813	-51.239880
1550.390625	-52.011097
1636.523438	-51.925148
1722.656250	-54.963509
1808.789063	-53.628990
1894.921875	-56.067799
1981.054688	-56.807129
2067.187500	-56.537300
2153.320313	-60.166344
2239.453125	-58.458858
2325.585938	-60.287144
2411.718750	-61.012272
2497.851563	-59.961956
2583.984375	-63.345837
2670.117188	-61.922871
2756.250000	-64.285622
2842.382813	-64.316597
2928.515625	-63.686707
3014.648438	-65.119583
3100.781250	-65.173889
3186.914063	-65.829849
3273.046875	-67.081200
3359.179688	-66.048737
3445.312500	-66.947098
3531.445313	-67.709412
3617.578125	-67.328949
3703.710938	-68.858688
3789.843750	-68.387444
3875.976563	-68.915665
3962.109375	-70.513908
4048.242188	-69.612511
4134.375000	-71.740829
4220.507813	-73.084618
4306.640625	-72.156410
4392.773438	-76.247917
4478.906250	-73.584045
4565.039063	-77.129166
4651.171875	-79.330498
4737.304688	-78.229248
4823.437500	-82.754951
4909.570313	-80.872124
4995.703125	-83.591530
5081.835938	-88.115089
5167.968750	-86.993309
5254.101563	-92.695618
5340.234375	-93.974419
5426.367188	-96.191757
