Frequency (Hz)	Level (dB)
86.132813	-32.605900
172.265625	-28.198519
258.398438	-28.723270
344.531250	-31.332516
430.664063	-33.475220
516.796875	-35.630203
602.929688	-37.350739
689.062500	-38.654354
775.195313	-39.635002
861.328125	-40.846375
947.460938	-41.872742
1033.593750	-43.070641
1119.726563	-44.005333
1205.859375	-44.932034
1291.992188	-45.988586
1378.125000	-47.074795
1464.257813	-48.076767
1550.390625	-48.926403
1636.523438	-49.982418
1722.656250	-50.939297
1808.789063	-51.614857
1894.921875	-52.539898
1981.054688	-53.558445
2067.187500	-54.311333
2153.320313	-55.234112
2239.453125	-56.027290
2325.585938	-57.070908
2411.718750	-58.028507
2497.851563	-59.104347
2583.984375	-59.773106
2670.117188	-60.577499
2756.250000	-61.251209
2842.382813	-62.090073
2928.515625	-62.585220
3014.648438	-63.148911
3100.781250	-63.503265
3186.914063	-63.699886
3273.046875	-63.871635
3359.179688	-64.421440
3445.312500	-64.829269
3531.445313	-65.232224
3617.578125	-65.602386
3703.710938	-65.782562
3789.843750	-66.272018
3875.976563	-66.791779
3962.109375	-67.322350
4048.242188	-67.649094
4134.375000	-68.158188
4220.507813	-68.937256
4306.640625	-69.709923
4392.773438	-70.436005
4478.906250	-71.150909
4565.039063	-71.868286
4651.171875	-72.801964
4737.304688	-73.849915
4823.437500	-75.286964
4909.570313	-76.973335
4995.703125	-78.543495
5081.835938	-80.215042
5167.968750	-82.157417
5254.101563	-84.604507
5340.234375	-87.280693
5426.367188	-90.041550
