Frequency (Hz)	Level (dB)
86.132813	-28.059523
172.265625	-27.814636
258.398438	-30.005526
344.531250	-33.725002
430.664063	-37.286602
516.796875	-41.227615
602.929688	-44.884781
689.062500	-47.403194
775.195313	-49.353176
861.328125	-50.778389
947.460938	-51.877396
1033.593750	-53.130058
1119.726563	-54.344372
1205.859375	-54.919624
1291.992188	-55.574978
1378.125000	-56.561852
1464.257813	-57.381283
1550.390625	-58.475296
1636.523438	-59.674465
1722.656250	-61.025196
1808.789063	-62.233730
1894.921875	-63.804150
1981.054688	-65.743111
2067.187500	-68.157593
2153.320313	-69.490112
2239.453125	-70.464668
2325.585938	-71.086380
2411.718750	-71.474922
2497.851563	-71.997795
2583.984375	-72.758118
2670.117188	-74.300987
2756.250000	-75.577965
2842.382813	-76.895317
2928.515625	-77.225845
3014.648438	-77.062622
3100.781250	-78.155273
3186.914063	-80.039093
3273.046875	-80.160866
3359.179688	-80.109154
3445.312500	-80.690010
3531.445313	-81.887726
3617.578125	-82.378906
3703.710938	-82.661934
3789.843750	-83.425720
3875.976563	-83.765388
3962.109375	-84.331909
4048.242188	-84.248169
4134.375000	-84.952431
4220.507813	-85.727249
4306.640625	-86.969955
4392.773438	-87.402710
4478.906250	-88.822342
4565.039063	-89.883682
4651.171875	-91.539803
4737.304688	-93.905846
4823.437500	-95.075233
4909.570313	-96.676575
4995.703125	-99.101868
5081.835938	-102.565910
5167.968750	-106.244064
5254.101563	-107.184929
5340.234375	-107.597618
5426.367188	-108.081062
