Frequency (Hz)	Level (dB)
86.132813	-19.970514
172.265625	-24.265221
258.398438	-31.910601
344.531250	-39.873524
430.664063	-42.360123
516.796875	-45.317448
602.929688	-47.908115
689.062500	-50.235928
775.195313	-52.161880
861.328125	-52.719509
947.460938	-54.618515
1033.593750	-58.153320
1119.726563	-59.272038
1205.859375	-59.278328
1291.992188	-63.042603
1378.125000	-65.952316
1464.257813	-66.193909
1550.390625	-66.740578
1636.523438	-67.805237
1722.656250	-68.146049
1808.789063	-68.284790
1894.921875	-67.730209
1981.054688	-68.278458
2067.187500	-68.662544
2153.320313	-68.248001
2239.453125	-70.624680
2325.585938	-72.284859
2411.718750	-70.977219
2497.851563	-71.751122
2583.984375	-75.956154
2670.117188	-77.010658
2756.250000	-76.358711
2842.382813	-77.726830
2928.515625	-79.325249
3014.648438	-79.119942
3100.781250	-78.169823
3186.914063	-78.575455
3273.046875	-79.883064
3359.179688	-78.328323
3445.312500	-76.265900
3531.445313	-78.347267
3617.578125	-79.992165
3703.710938	-78.599686
3789.843750	-79.040016
3875.976563	-81.552078
3962.109375	-82.885124
4048.242188	-84.881920
4134.375000	-87.194443
4220.507813	-89.465446
4306.640625	-90.687462
4392.773438	-90.219299
4478.906250	-90.778732
4565.039063	-91.354446
4651.171875	-91.902367
4737.304688	-92.299812
4823.437500	-95.467712
4909.570313	-95.988693
4995.703125	-94.939743
5081.835938	-97.589233
5167.968750	-101.209473
5254.101563	-102.799995
5340.234375	-103.907875
5426.367188	-105.863243
