Frequency (Hz)	Level (dB)
86.132813	-30.405893
172.265625	-27.586849
258.398438	-30.276749
344.531250	-33.142506
430.664063	-35.791874
516.796875	-38.084877
602.929688	-40.283321
689.062500	-42.304932
775.195313	-43.854752
861.328125	-46.147964
947.460938	-47.281738
1033.593750	-48.840103
1119.726563	-49.933178
1205.859375	-51.554039
1291.992188	-53.081074
1378.125000	-53.980629
1464.257813	-54.494987
1550.390625	-56.134884
1636.523438	-57.606136
1722.656250	-57.737156
1808.789063	-58.112995
1894.921875	-59.860909
1981.054688	-61.268269
2067.187500	-61.292828
2153.320313	-61.579250
2239.453125	-63.309971
2325.585938	-63.865585
2411.718750	-64.213066
2497.851563	-64.992996
2583.984375	-66.089218
2670.117188	-67.104309
2756.250000	-66.763031
2842.382813	-66.814911
2928.515625	-68.045479
3014.648438	-68.430824
3100.781250	-68.124535
3186.914063	-68.357361
3273.046875	-68.748032
3359.179688	-68.649269
3445.312500	-69.133949
3531.445313	-69.705872
3617.578125	-69.313362
3703.710938	-70.111671
3789.843750	-71.322815
3875.976563	-72.073868
3962.109375	-72.543289
4048.242188	-72.937210
4134.375000	-73.296082
4220.507813	-74.225830
4306.640625	-75.166336
4392.773438	-75.761353
4478.906250	-76.294518
4565.039063	-77.246063
4651.171875	-78.305885
4737.304688	-79.710052
4823.437500	-80.690842
4909.570313	-81.758713
4995.703125	-83.568665
5081.835938	-85.493378
5167.968750	-87.280334
5254.101563	-90.645714
5340.234375	-94.766479
5426.367188	-97.746361
