Frequency (Hz)	Level (dB)
86.132813	-22.894882
172.265625	-26.582514
258.398438	-29.231628
344.531250	-31.601990
430.664063	-35.952873
516.796875	-39.769413
602.929688	-42.962856
689.062500	-45.715759
775.195313	-47.059040
861.328125	-49.428726
947.460938	-50.754375
1033.593750	-51.174728
1119.726563	-52.207932
1205.859375	-52.940941
1291.992188	-53.848747
1378.125000	-55.133987
1464.257813	-55.976856
1550.390625	-57.374508
1636.523438	-59.277195
1722.656250	-60.175228
1808.789063	-60.582329
1894.921875	-61.290043
1981.054688	-62.528389
2067.187500	-62.641712
2153.320313	-63.404510
2239.453125	-64.050285
2325.585938	-64.542435
2411.718750	-65.783081
2497.851563	-66.650032
2583.984375	-67.247520
2670.117188	-67.566193
2756.250000	-68.085884
2842.382813	-68.346367
2928.515625	-68.583244
3014.648438	-69.088776
3100.781250	-69.292603
3186.914063	-69.499817
3273.046875	-69.866547
3359.179688	-70.010757
3445.312500	-70.177368
3531.445313	-70.539131
3617.578125	-70.854309
3703.710938	-71.046341
3789.843750	-71.459465
3875.976563	-71.709541
3962.109375	-71.989044
4048.242188	-72.399719
4134.375000	-73.015251
4220.507813	-73.467300
4306.640625	-74.015289
4392.773438	-74.631615
4478.906250	-75.316574
4565.039063	-76.217476
4651.171875	-77.212852
4737.304688	-78.245499
4823.437500	-79.442253
4909.570313	-80.806229
4995.703125	-82.285294
5081.835938	-84.110909
5167.968750	-86.062210
5254.101563	-88.090897
5340.234375	-90.599747
5426.367188	-93.185440
