Frequency (Hz)	Level (dB)
86.132813	-24.773281
172.265625	-30.666859
258.398438	-38.792339
344.531250	-47.045959
430.664063	-50.747005
516.796875	-53.880859
602.929688	-56.004162
689.062500	-58.545219
775.195313	-60.338924
861.328125	-61.742775
947.460938	-62.960945
1033.593750	-65.501617
1119.726563	-67.828911
1205.859375	-67.646835
1291.992188	-68.362991
1378.125000	-71.552277
1464.257813	-73.203812
1550.390625	-73.916519
1636.523438	-76.332993
1722.656250	-76.244476
1808.789063	-77.213097
1894.921875	-78.046310
1981.054688	-80.924850
2067.187500	-82.410629
2153.320313	-83.101097
2239.453125	-82.208229
2325.585938	-82.445274
2411.718750	-85.254723
2497.851563	-87.653069
2583.984375	-87.592819
2670.117188	-86.851189
2756.250000	-87.382744
2842.382813	-89.371315
2928.515625	-90.243469
3014.648438	-90.543396
3100.781250	-91.379524
3186.914063	-92.470673
3273.046875	-92.651680
3359.179688	-92.093727
3445.312500	-93.291435
3531.445313	-94.101913
3617.578125	-94.184792
3703.710938	-93.903328
3789.843750	-93.665634
3875.976563	-94.207253
3962.109375	-95.297806
4048.242188	-96.156166
4134.375000	-96.329323
4220.507813	-96.464561
4306.640625	-97.457207
4392.773438	-98.549721
4478.906250	-99.094696
4565.039063	-99.299141
4651.171875	-100.385033
4737.304688	-102.303436
4823.437500	-103.205940
4909.570313	-104.641190
4995.703125	-105.768578
5081.835938	-106.820694
5167.968750	-107.472366
5254.101563	-108.018478
5340.234375	-108.843285
5426.367188	-109.125031
