Frequency (Hz)	Level (dB)
86.132813	-36.678452
172.265625	-38.307861
258.398438	-40.291798
344.531250	-43.528477
430.664063	-47.019466
516.796875	-50.334682
602.929688	-53.643223
689.062500	-56.026451
775.195313	-57.533821
861.328125	-58.776833
947.460938	-59.810825
1033.593750	-61.507797
1119.726563	-62.336273
1205.859375	-63.980339
1291.992188	-65.260704
1378.125000	-66.640671
1464.257813	-67.858101
1550.390625	-68.855621
1636.523438	-69.842812
1722.656250	-72.002289
1808.789063	-73.391327
1894.921875	-73.339363
1981.054688	-74.549362
2067.187500	-75.715050
2153.320313	-76.651955
2239.453125	-78.487610
2325.585938	-79.404572
2411.718750	-80.369553
2497.851563	-81.296387
2583.984375	-82.233162
2670.117188	-82.822098
2756.250000	-83.388573
2842.382813	-83.986435
2928.515625	-84.857414
3014.648438	-86.596565
3100.781250	-86.676704
3186.914063	-87.610092
3273.046875	-88.562805
3359.179688	-90.367882
3445.312500	-91.336807
3531.445313	-91.592331
3617.578125	-90.416969
3703.710938	-90.765129
3789.843750	-93.210960
3875.976563	-92.976944
3962.109375	-93.919838
4048.242188	-95.189728
4134.375000	-97.353935
4220.507813	-99.378616
4306.640625	-99.165070
4392.773438	-98.756332
4478.906250	-100.208946
4565.039063	-101.072617
4651.171875	-101.714035
4737.304688	-103.387978
4823.437500	-104.912048
4909.570313	-105.719742
4995.703125	-106.385368
5081.835938	-107.285896
5167.968750	-108.056923
5254.101563	-108.516510
5340.234375	-108.934822
5426.367188	-109.091904
