Frequency (Hz)	Level (dB)
86.132813	-27.482626
172.265625	-32.665516
258.398438	-43.437523
344.531250	-60.474960
430.664063	-70.995132
516.796875	-75.530212
602.929688	-78.527588
689.062500	-81.418770
775.195313	-82.785851
861.328125	-83.912819
947.460938	-84.967453
1033.593750	-85.794884
1119.726563	-87.605385
1205.859375	-88.847618
1291.992188	-88.786263
1378.125000	-90.157166
1464.257813	-90.535072
1550.390625	-91.067070
1636.523438	-93.110603
1722.656250	-95.622459
1808.789063	-96.562073
1894.921875	-96.694603
1981.054688	-97.112625
2067.187500	-97.262939
2153.320313	-97.078926
2239.453125	-97.336266
2325.585938	-97.909569
2411.718750	-98.400154
2497.851563	-98.575981
2583.984375	-98.727112
2670.117188	-98.769180
2756.250000	-98.759628
2842.382813	-98.956154
2928.515625	-99.032402
3014.648438	-98.921867
3100.781250	-98.980225
3186.914063	-99.118500
3273.046875	-99.258629
3359.179688	-99.306458
3445.312500	-99.767746
3531.445313	-99.775475
3617.578125	-99.738045
3703.710938	-99.899971
3789.843750	-99.539963
3875.976563	-99.520027
3962.109375	-99.829369
4048.242188	-100.329895
4134.375000	-100.660240
4220.507813	-100.918694
4306.640625	-101.118607
4392.773438	-101.869270
4478.906250	-102.518776
4565.039063	-103.034119
4651.171875	-103.484184
4737.304688	-104.094124
4823.437500	-104.887848
4909.570313	-105.850021
4995.703125	-106.480270
5081.835938	-106.999832
5167.968750	-107.834496
5254.101563	-108.345581
5340.234375	-108.896461
5426.367188	-109.135780
