Frequency (Hz)	Level (dB)
86.132813	-20.829597
172.265625	-25.815704
258.398438	-32.499611
344.531250	-37.843552
430.664063	-42.761860
516.796875	-47.060993
602.929688	-51.147808
689.062500	-52.611881
775.195313	-53.633030
861.328125	-54.800991
947.460938	-55.756969
1033.593750	-56.870468
1119.726563	-58.441902
1205.859375	-60.014313
1291.992188	-61.421829
1378.125000	-62.609753
1464.257813	-64.161613
1550.390625	-64.609543
1636.523438	-65.271820
1722.656250	-66.314751
1808.789063	-66.999130
1894.921875	-68.556557
1981.054688	-70.247002
2067.187500	-70.711678
2153.320313	-71.942390
2239.453125	-72.742729
2325.585938	-73.318565
2411.718750	-74.806267
2497.851563	-74.821671
2583.984375	-76.177109
2670.117188	-76.509209
2756.250000	-76.551208
2842.382813	-78.025108
2928.515625	-79.110893
3014.648438	-79.195465
3100.781250	-81.275185
3186.914063	-80.968102
3273.046875	-81.655670
3359.179688	-81.902260
3445.312500	-81.180336
3531.445313	-82.294838
3617.578125	-84.159203
3703.710938	-84.363136
3789.843750	-85.410881
3875.976563	-85.459938
3962.109375	-85.894760
4048.242188	-86.150009
4134.375000	-85.735893
4220.507813	-87.344887
4306.640625	-88.448311
4392.773438	-89.828377
4478.906250	-91.182831
4565.039063	-91.415787
4651.171875	-91.970413
4737.304688	-94.006714
4823.437500	-95.199364
4909.570313	-97.428230
4995.703125	-99.025566
5081.835938	-100.732185
5167.968750	-102.267334
5254.101563	-103.455894
5340.234375	-105.227188
5426.367188	-106.476563
