Frequency (Hz)	Level (dB)
86.132813	-38.134441
172.265625	-38.152916
258.398438	-39.951878
344.531250	-46.996056
430.664063	-53.143925
516.796875	-56.019024
602.929688	-56.710613
689.062500	-58.535500
775.195313	-61.709240
861.328125	-64.366608
947.460938	-64.713158
1033.593750	-65.057007
1119.726563	-66.749298
1205.859375	-68.819252
1291.992188	-71.383919
1378.125000	-72.129089
1464.257813	-71.949226
1550.390625	-73.869614
1636.523438	-75.836380
1722.656250	-77.874672
1808.789063	-77.724403
1894.921875	-79.295067
1981.054688	-81.509232
2067.187500	-82.576759
2153.320313	-83.815048
2239.453125	-84.350372
2325.585938	-85.171631
2411.718750	-86.663437
2497.851563	-87.372314
2583.984375	-87.794228
2670.117188	-89.480148
2756.250000	-91.404625
2842.382813	-92.972961
2928.515625	-91.464226
3014.648438	-90.715210
3100.781250	-93.721863
3186.914063	-96.524284
3273.046875	-96.808273
3359.179688	-96.621452
3445.312500	-97.303001
3531.445313	-97.826370
3617.578125	-98.943794
3703.710938	-99.043938
3789.843750	-98.898323
3875.976563	-97.474739
3962.109375	-98.421211
4048.242188	-100.335968
4134.375000	-100.638451
4220.507813	-100.449722
4306.640625	-99.572060
4392.773438	-99.939705
4478.906250	-100.339249
4565.039063	-101.736504
4651.171875	-103.524330
4737.304688	-104.433067
4823.437500	-105.243576
4909.570313	-105.917107
4995.703125	-106.527863
5081.835938	-107.302315
5167.968750	-108.090561
5254.101563	-108.633232
5340.234375	-109.108154
5426.367188	-109.217010
