Frequency (Hz)	Level (dB)
86.132813	-33.710228
172.265625	-35.437229
258.398438	-35.195698
344.531250	-36.354980
430.664063	-40.474091
516.796875	-41.504513
602.929688	-43.941883
689.062500	-46.769978
775.195313	-48.052250
861.328125	-50.123131
947.460938	-52.452915
1033.593750	-53.736176
1119.726563	-55.184235
1205.859375	-56.283398
1291.992188	-57.221912
1378.125000	-58.100464
1464.257813	-59.484268
1550.390625	-60.063107
1636.523438	-60.478165
1722.656250	-62.231537
1808.789063	-62.012848
1894.921875	-62.509434
1981.054688	-63.594883
2067.187500	-63.514893
2153.320313	-64.977478
2239.453125	-66.445313
2325.585938	-67.854164
2411.718750	-69.085487
2497.851563	-71.007408
2583.984375	-72.052567
2670.117188	-72.296181
2756.250000	-72.883263
2842.382813	-72.845200
2928.515625	-73.497017
3014.648438	-73.806915
3100.781250	-73.092827
3186.914063	-74.223419
3273.046875	-74.319313
3359.179688	-74.908981
3445.312500	-76.488899
3531.445313	-77.545830
3617.578125	-78.274902
3703.710938	-79.889465
3789.843750	-80.119751
3875.976563	-80.139023
3962.109375	-79.749367
4048.242188	-81.562248
4134.375000	-82.092201
4220.507813	-82.368065
4306.640625	-84.612350
4392.773438	-85.374443
4478.906250	-86.160240
4565.039063	-88.043922
4651.171875	-89.516212
4737.304688	-89.862083
4823.437500	-90.252731
4909.570313	-92.217445
4995.703125	-94.353630
5081.835938	-96.056961
5167.968750	-100.149940
5254.101563	-104.003815
5340.234375	-105.708992
5426.367188	-107.598999
