Frequency (Hz)	Level (dB)
86.132813	-29.025818
172.265625	-32.646816
258.398438	-37.236961
344.531250	-39.448711
430.664063	-38.832684
516.796875	-41.438080
602.929688	-45.381584
689.062500	-48.546761
775.195313	-54.396629
861.328125	-57.939671
947.460938	-61.507500
1033.593750	-63.256668
1119.726563	-68.189804
1205.859375	-70.350281
1291.992188	-69.574722
1378.125000	-70.385002
1464.257813	-71.581299
1550.390625	-71.425667
1636.523438	-71.418877
1722.656250	-73.405060
1808.789063	-74.308563
1894.921875	-73.673912
1981.054688	-75.650795
2067.187500	-79.952866
2153.320313	-81.915436
2239.453125	-82.286743
2325.585938	-85.700279
2411.718750	-85.573593
2497.851563	-84.865662
2583.984375	-83.044563
2670.117188	-81.808334
2756.250000	-81.644142
2842.382813	-82.826935
2928.515625	-82.887909
3014.648438	-83.491684
3100.781250	-84.638695
3186.914063	-85.687515
3273.046875	-87.996201
3359.179688	-90.743904
3445.312500	-92.700943
3531.445313	-94.458412
3617.578125	-91.627960
3703.710938	-91.804260
3789.843750	-92.379402
3875.976563	-89.073212
3962.109375	-87.857277
4048.242188	-89.833549
4134.375000	-90.181602
4220.507813	-88.863243
4306.640625	-90.616882
4392.773438	-94.145599
4478.906250	-94.727852
4565.039063	-95.375519
4651.171875	-98.366531
4737.304688	-98.378929
4823.437500	-98.279305
4909.570313	-96.913536
4995.703125	-96.155693
5081.835938	-96.060181
5167.968750	-95.766235
5254.101563	-96.876358
5340.234375	-98.769440
5426.367188	-98.803955
