Frequency (Hz)	Level (dB)
86.132813	-22.360144
172.265625	-29.598415
258.398438	-38.374321
344.531250	-50.118450
430.664063	-63.519562
516.796875	-71.756195
602.929688	-78.230141
689.062500	-81.479965
775.195313	-84.445892
861.328125	-86.458305
947.460938	-88.248871
1033.593750	-89.541924
1119.726563	-90.309067
1205.859375	-91.340378
1291.992188	-91.991058
1378.125000	-92.640335
1464.257813	-93.032425
1550.390625	-93.568527
1636.523438	-93.664452
1722.656250	-94.149895
1808.789063	-94.436447
1894.921875	-95.031418
1981.054688	-95.109535
2067.187500	-95.135117
2153.320313	-95.423462
2239.453125	-95.585342
2325.585938	-95.892212
2411.718750	-96.369926
2497.851563	-96.278938
2583.984375	-96.297783
2670.117188	-96.530975
2756.250000	-96.892685
2842.382813	-97.165985
2928.515625	-97.174583
3014.648438	-97.569908
3100.781250	-97.923859
3186.914063	-97.883560
3273.046875	-98.103226
3359.179688	-98.249687
3445.312500	-98.379898
3531.445313	-98.674774
3617.578125	-98.679878
3703.710938	-99.002922
3789.843750	-99.352768
3875.976563	-99.400665
3962.109375	-99.447258
4048.242188	-99.627579
4134.375000	-99.993591
4220.507813	-100.291557
4306.640625	-100.397621
4392.773438	-100.532585
4478.906250	-100.913895
4565.039063	-100.996277
4651.171875	-101.281662
4737.304688	-101.702049
4823.437500	-101.956612
4909.570313	-102.028732
4995.703125	-102.153305
5081.835938	-102.284332
5167.968750	-102.293015
5254.101563	-102.141495
5340.234375	-102.372009
5426.367188	-102.448311
