Frequency (Hz)	Level (dB)
86.132813	-29.877768
172.265625	-37.118252
258.398438	-47.102425
344.531250	-58.189568
430.664063	-72.215614
516.796875	-80.300056
602.929688	-83.821526
689.062500	-85.689140
775.195313	-87.203224
861.328125	-88.728050
947.460938	-89.701035
1033.593750	-90.327934
1119.726563	-90.738060
1205.859375	-91.657875
1291.992188	-92.082512
1378.125000	-92.460602
1464.257813	-92.977760
1550.390625	-93.230858
1636.523438	-93.467934
1722.656250	-93.975754
1808.789063	-94.239174
1894.921875	-94.572357
1981.054688	-94.838631
2067.187500	-95.140762
2153.320313	-95.147530
2239.453125	-95.234489
2325.585938	-95.563965
2411.718750	-95.842865
2497.851563	-95.953400
2583.984375	-96.331757
2670.117188	-96.505196
2756.250000	-96.687057
2842.382813	-96.763954
2928.515625	-97.094719
3014.648438	-97.319412
3100.781250	-97.430939
3186.914063	-97.699783
3273.046875	-97.863892
3359.179688	-97.788361
3445.312500	-98.048943
3531.445313	-98.353279
3617.578125	-98.666847
3703.710938	-98.646454
3789.843750	-99.086304
3875.976563	-99.195862
3962.109375	-99.283958
4048.242188	-99.364037
4134.375000	-99.725784
4220.507813	-100.086678
4306.640625	-100.311775
4392.773438	-100.603516
4478.906250	-100.886894
4565.039063	-100.946587
4651.171875	-100.915771
4737.304688	-101.466759
4823.437500	-101.587753
4909.570313	-101.401627
4995.703125	-101.701591
5081.835938	-102.176323
5167.968750	-102.228355
5254.101563	-102.512711
5340.234375	-102.559914
5426.367188	-102.421364
