Frequency (Hz)	Level (dB)
86.132813	-34.067707
172.265625	-33.816353
258.398438	-44.089039
344.531250	-61.051117
430.664063	-68.767937
516.796875	-73.140923
602.929688	-77.967194
689.062500	-79.118027
775.195313	-78.968987
861.328125	-80.267174
947.460938	-84.281281
1033.593750	-85.191948
1119.726563	-84.814880
1205.859375	-86.814842
1291.992188	-88.487030
1378.125000	-87.631020
1464.257813	-89.104233
1550.390625	-90.870972
1636.523438	-91.739357
1722.656250	-90.781715
1808.789063	-91.073288
1894.921875	-92.773239
1981.054688	-94.406876
2067.187500	-94.356689
2153.320313	-94.350891
2239.453125	-93.466446
2325.585938	-95.022034
2411.718750	-97.032822
2497.851563	-96.728157
2583.984375	-95.413658
2670.117188	-95.204430
2756.250000	-96.980690
2842.382813	-98.212166
2928.515625	-97.221153
3014.648438	-97.094749
3100.781250	-97.900864
3186.914063	-98.456619
3273.046875	-98.573425
3359.179688	-98.741928
3445.312500	-98.754082
3531.445313	-98.528366
3617.578125	-98.583336
3703.710938	-98.959801
3789.843750	-99.014481
3875.976563	-99.441727
3962.109375	-99.418610
4048.242188	-99.278709
4134.375000	-100.025375
4220.507813	-100.333839
4306.640625	-100.236526
4392.773438	-100.159073
4478.906250	-100.139046
4565.039063	-100.546486
4651.171875	-100.966705
4737.304688	-101.021309
4823.437500	-101.100220
4909.570313	-100.908592
4995.703125	-101.474655
5081.835938	-102.080063
5167.968750	-102.565361
5254.101563	-102.540314
5340.234375	-102.754944
5426.367188	-102.914864
