Frequency (Hz)	Level (dB)
86.132813	-24.404879
172.265625	-27.092808
258.398438	-29.860416
344.531250	-40.064083
430.664063	-55.997345
516.796875	-68.790985
602.929688	-76.271576
689.062500	-81.001907
775.195313	-84.139427
861.328125	-86.812691
947.460938	-88.227623
1033.593750	-89.697685
1119.726563	-90.660164
1205.859375	-91.561554
1291.992188	-92.222549
1378.125000	-92.708252
1464.257813	-93.363083
1550.390625	-93.616806
1636.523438	-93.767204
1722.656250	-93.888084
1808.789063	-94.478867
1894.921875	-95.124557
1981.054688	-95.320999
2067.187500	-95.406929
2153.320313	-95.669441
2239.453125	-95.915329
2325.585938	-96.100189
2411.718750	-96.302017
2497.851563	-96.512001
2583.984375	-96.604858
2670.117188	-96.757576
2756.250000	-96.960770
2842.382813	-97.247566
2928.515625	-97.099251
3014.648438	-97.149742
3100.781250	-97.500359
3186.914063	-97.828857
3273.046875	-98.093323
3359.179688	-98.440285
3445.312500	-98.548317
3531.445313	-98.652557
3617.578125	-98.670311
3703.710938	-98.943466
3789.843750	-99.134026
3875.976563	-99.220612
3962.109375	-99.436745
4048.242188	-99.528709
4134.375000	-99.737122
4220.507813	-100.127647
4306.640625	-100.470558
4392.773438	-100.746315
4478.906250	-100.966454
4565.039063	-101.010475
4651.171875	-101.364838
4737.304688	-101.543526
4823.437500	-101.916527
4909.570313	-102.083282
4995.703125	-102.179565
5081.835938	-101.941261
5167.968750	-101.946953
5254.101563	-102.166969
5340.234375	-102.249855
5426.367188	-102.256897
