Frequency (Hz)	Level (dB)
86.132813	-33.955349
172.265625	-38.570625
258.398438	-46.748695
344.531250	-55.038612
430.664063	-61.838840
516.796875	-66.859253
602.929688	-70.467651
689.062500	-74.505730
775.195313	-78.299324
861.328125	-81.478592
947.460938	-83.403648
1033.593750	-84.730850
1119.726563	-84.956223
1205.859375	-84.921501
1291.992188	-85.235985
1378.125000	-87.204575
1464.257813	-90.334892
1550.390625	-90.430145
1636.523438	-90.398087
1722.656250	-91.702858
1808.789063	-92.836777
1894.921875	-94.048759
1981.054688	-94.722328
2067.187500	-94.912231
2153.320313	-95.501579
2239.453125	-96.213364
2325.585938	-97.044159
2411.718750	-96.868698
2497.851563	-96.867203
2583.984375	-97.986687
2670.117188	-98.481041
2756.250000	-98.163475
2842.382813	-98.515923
2928.515625	-99.206413
3014.648438	-99.496178
3100.781250	-99.548492
3186.914063	-99.029617
3273.046875	-99.190079
3359.179688	-99.702568
3445.312500	-99.924797
3531.445313	-99.783943
3617.578125	-99.980820
3703.710938	-100.114319
3789.843750	-100.424629
3875.976563	-100.525742
3962.109375	-100.599976
4048.242188	-100.499992
4134.375000	-100.069168
4220.507813	-100.302620
4306.640625	-101.006248
4392.773438	-100.994232
4478.906250	-100.909630
4565.039063	-101.069252
4651.171875	-101.446495
4737.304688	-101.638496
4823.437500	-102.065834
4909.570313	-102.811531
4995.703125	-102.870110
5081.835938	-102.916512
5167.968750	-103.158409
5254.101563	-103.336670
5340.234375	-103.476006
5426.367188	-103.726929
