Frequency (Hz)	Level (dB)
86.132813	-37.814369
172.265625	-36.515198
258.398438	-41.859554
344.531250	-50.842361
430.664063	-56.476345
516.796875	-60.414185
602.929688	-64.795364
689.062500	-70.152519
775.195313	-74.841347
861.328125	-79.136597
947.460938	-82.237961
1033.593750	-83.190956
1119.726563	-84.230133
1205.859375	-85.488228
1291.992188	-86.454201
1378.125000	-87.697304
1464.257813	-90.296822
1550.390625	-92.179031
1636.523438	-92.974449
1722.656250	-92.323830
1808.789063	-93.126122
1894.921875	-94.870491
1981.054688	-95.277603
2067.187500	-94.525681
2153.320313	-94.396790
2239.453125	-95.503326
2325.585938	-97.319550
2411.718750	-96.655380
2497.851563	-95.929810
2583.984375	-96.345558
2670.117188	-97.583794
2756.250000	-98.087677
2842.382813	-97.030052
2928.515625	-97.324211
3014.648438	-98.522141
3100.781250	-98.997551
3186.914063	-98.573357
3273.046875	-98.568275
3359.179688	-98.902252
3445.312500	-99.101471
3531.445313	-99.475121
3617.578125	-99.671242
3703.710938	-99.294144
3789.843750	-99.371696
3875.976563	-100.000168
3962.109375	-100.409401
4048.242188	-100.408089
4134.375000	-100.302689
4220.507813	-100.356224
4306.640625	-100.366913
4392.773438	-100.736877
4478.906250	-101.100601
4565.039063	-101.059311
4651.171875	-100.957901
4737.304688	-101.568779
4823.437500	-102.020935
4909.570313	-102.112335
4995.703125	-102.298088
5081.835938	-102.501160
5167.968750	-102.730598
5254.101563	-103.192482
5340.234375	-103.355270
5426.367188	-103.398064
