Frequency (Hz)	Level (dB)
86.132813	-40.811989
172.265625	-43.249935
258.398438	-50.299042
344.531250	-65.220764
430.664063	-77.489159
516.796875	-84.522720
602.929688	-88.318130
689.062500	-90.846222
775.195313	-90.704765
861.328125	-91.539063
947.460938	-92.860466
1033.593750	-93.667908
1119.726563	-94.812035
1205.859375	-94.431778
1291.992188	-94.055313
1378.125000	-94.639923
1464.257813	-95.926277
1550.390625	-96.143906
1636.523438	-96.992821
1722.656250	-97.627838
1808.789063	-97.794052
1894.921875	-98.091362
1981.054688	-97.833374
2067.187500	-98.044228
2153.320313	-98.759514
2239.453125	-98.682076
2325.585938	-98.595390
2411.718750	-98.599861
2497.851563	-98.771538
2583.984375	-99.146355
2670.117188	-99.354012
2756.250000	-99.100754
2842.382813	-99.124115
2928.515625	-97.539948
3014.648438	-95.458282
3100.781250	-96.643066
3186.914063	-99.326706
3273.046875	-99.259171
3359.179688	-99.846085
3445.312500	-99.914078
3531.445313	-99.945282
3617.578125	-99.948067
3703.710938	-100.577919
3789.843750	-100.782127
3875.976563	-100.538109
3962.109375	-100.661171
4048.242188	-100.974213
4134.375000	-100.966499
4220.507813	-100.638428
4306.640625	-101.077278
4392.773438	-101.273994
4478.906250	-101.351410
4565.039063	-101.327530
4651.171875	-101.406227
4737.304688	-101.898254
4823.437500	-101.907799
4909.570313	-101.800095
4995.703125	-102.440643
5081.835938	-102.955391
5167.968750	-102.757133
5254.101563	-103.025955
5340.234375	-103.112198
5426.367188	-103.356689
