Frequency (Hz)	Level (dB)
86.132813	-16.109156
172.265625	-25.946535
258.398438	-36.380753
344.531250	-42.183937
430.664063	-46.470539
516.796875	-50.522945
602.929688	-54.883324
689.062500	-58.390465
775.195313	-61.136974
861.328125	-63.493088
947.460938	-63.691872
1033.593750	-64.623993
1119.726563	-66.269753
1205.859375	-68.050217
1291.992188	-68.826111
1378.125000	-70.522583
1464.257813	-71.892487
1550.390625	-73.079216
1636.523438	-74.914345
1722.656250	-75.458351
1808.789063	-74.974739
1894.921875	-75.530914
1981.054688	-76.802269
2067.187500	-77.553383
2153.320313	-78.290848
2239.453125	-80.316528
2325.585938	-81.497208
2411.718750	-80.999840
2497.851563	-80.806091
2583.984375	-81.210114
2670.117188	-81.894913
2756.250000	-82.733490
2842.382813	-83.339783
2928.515625	-83.838219
3014.648438	-85.169586
3100.781250	-86.340958
3186.914063	-85.605377
3273.046875	-85.089050
3359.179688	-85.919693
3445.312500	-86.636635
3531.445313	-86.861816
3617.578125	-87.193573
3703.710938	-88.014061
3789.843750	-89.065224
3875.976563	-89.462418
3962.109375	-89.351433
4048.242188	-89.300537
4134.375000	-89.505066
4220.507813	-89.537216
4306.640625	-90.070953
4392.773438	-91.285912
4478.906250	-92.306961
4565.039063	-92.437447
4651.171875	-92.896790
4737.304688	-93.265549
4823.437500	-92.656761
4909.570313	-92.989639
4995.703125	-94.342209
5081.835938	-95.195007
5167.968750	-95.056625
5254.101563	-95.639793
5340.234375	-96.362343
5426.367188	-96.056793
