Frequency (Hz)	Level (dB)
86.132813	-39.895218
172.265625	-38.578079
258.398438	-42.819824
344.531250	-53.215000
430.664063	-58.262638
516.796875	-62.083797
602.929688	-67.005318
689.062500	-72.505447
775.195313	-76.502060
861.328125	-80.378845
947.460938	-82.684509
1033.593750	-84.030540
1119.726563	-85.250648
1205.859375	-86.785904
1291.992188	-87.321915
1378.125000	-88.145699
1464.257813	-90.962807
1550.390625	-93.204628
1636.523438	-93.892776
1722.656250	-93.282791
1808.789063	-93.980995
1894.921875	-95.524292
1981.054688	-95.992928
2067.187500	-95.338516
2153.320313	-95.298897
2239.453125	-96.067673
2325.585938	-97.544739
2411.718750	-97.055260
2497.851563	-96.372002
2583.984375	-96.937355
2670.117188	-98.112465
2756.250000	-98.372620
2842.382813	-97.288223
2928.515625	-97.403198
3014.648438	-98.577255
3100.781250	-99.165337
3186.914063	-98.813202
3273.046875	-98.736237
3359.179688	-99.121391
3445.312500	-99.563805
3531.445313	-99.714134
3617.578125	-99.649498
3703.710938	-99.396469
3789.843750	-99.468803
3875.976563	-100.159035
3962.109375	-100.124741
4048.242188	-100.115089
4134.375000	-100.448135
4220.507813	-100.432304
4306.640625	-100.528244
4392.773438	-100.684204
4478.906250	-100.875633
4565.039063	-101.131508
4651.171875	-101.580399
4737.304688	-102.019157
4823.437500	-102.433083
4909.570313	-102.266777
4995.703125	-102.544296
5081.835938	-102.775459
5167.968750	-102.977959
5254.101563	-103.415215
5340.234375	-103.575996
5426.367188	-103.352371
