Frequency (Hz)	Level (dB)
86.132813	-20.613405
172.265625	-29.715006
258.398438	-42.910309
344.531250	-54.499317
430.664063	-63.282623
516.796875	-69.721466
602.929688	-73.821899
689.062500	-77.419098
775.195313	-80.289406
861.328125	-82.409035
947.460938	-84.172462
1033.593750	-85.569374
1119.726563	-86.721977
1205.859375	-87.931519
1291.992188	-89.427963
1378.125000	-90.253883
1464.257813	-90.998772
1550.390625	-92.015038
1636.523438	-92.419579
1722.656250	-92.516930
1808.789063	-93.435875
1894.921875	-95.113045
1981.054688	-95.854744
2067.187500	-96.396622
2153.320313	-96.429718
2239.453125	-96.891907
2325.585938	-97.981628
2411.718750	-96.668274
2497.851563	-94.790344
2583.984375	-96.580879
2670.117188	-98.292610
2756.250000	-98.942787
2842.382813	-99.385704
2928.515625	-99.583282
3014.648438	-99.787109
3100.781250	-99.559471
3186.914063	-99.343674
3273.046875	-99.786667
3359.179688	-100.572670
3445.312500	-98.893890
3531.445313	-97.892609
3617.578125	-99.181641
3703.710938	-100.661591
3789.843750	-101.278511
3875.976563	-101.380013
3962.109375	-101.571846
4048.242188	-101.729546
4134.375000	-101.792938
4220.507813	-101.732895
4306.640625	-102.108475
4392.773438	-102.382286
4478.906250	-102.038605
4565.039063	-101.982307
4651.171875	-102.551941
4737.304688	-102.895699
4823.437500	-103.126549
4909.570313	-103.454575
4995.703125	-103.874825
5081.835938	-104.028488
5167.968750	-104.339264
5254.101563	-104.363174
5340.234375	-104.680382
5426.367188	-104.798050
