Frequency (Hz)	Level (dB)
86.132813	-36.938786
172.265625	-41.524658
258.398438	-49.444973
344.531250	-60.950989
430.664063	-71.270264
516.796875	-78.324142
602.929688	-83.680840
689.062500	-84.607979
775.195313	-85.574509
861.328125	-87.776466
947.460938	-90.145096
1033.593750	-89.954880
1119.726563	-91.370941
1205.859375	-93.087227
1291.992188	-93.274673
1378.125000	-93.218742
1464.257813	-94.404175
1550.390625	-96.075378
1636.523438	-96.660713
1722.656250	-96.397186
1808.789063	-96.247993
1894.921875	-96.867958
1981.054688	-97.992104
2067.187500	-98.312141
2153.320313	-97.695694
2239.453125	-97.557304
2325.585938	-98.576088
2411.718750	-99.453156
2497.851563	-99.003395
2583.984375	-98.665527
2670.117188	-99.021507
2756.250000	-99.450211
2842.382813	-99.671661
2928.515625	-99.708748
3014.648438	-99.550865
3100.781250	-99.791687
3186.914063	-99.762383
3273.046875	-99.969147
3359.179688	-100.335312
3445.312500	-100.165108
3531.445313	-100.141624
3617.578125	-100.237503
3703.710938	-100.607796
3789.843750	-100.712280
3875.976563	-100.526855
3962.109375	-100.662918
4048.242188	-100.927803
4134.375000	-101.127090
4220.507813	-101.063194
4306.640625	-101.012009
4392.773438	-101.375580
4478.906250	-101.589325
4565.039063	-101.596916
4651.171875	-101.710030
4737.304688	-101.904900
4823.437500	-102.001282
4909.570313	-102.296318
4995.703125	-102.895035
5081.835938	-103.096725
5167.968750	-103.330383
5254.101563	-103.554718
5340.234375	-103.694031
5426.367188	-103.698738
