Frequency (Hz)	Level (dB)
86.132813	-30.288570
172.265625	-34.351673
258.398438	-43.293163
344.531250	-53.896839
430.664063	-68.179832
516.796875	-75.725601
602.929688	-81.422211
689.062500	-85.572357
775.195313	-87.521317
861.328125	-88.868568
947.460938	-89.899612
1033.593750	-90.637108
1119.726563	-91.198090
1205.859375	-91.866325
1291.992188	-92.390305
1378.125000	-92.647476
1464.257813	-93.082352
1550.390625	-93.673981
1636.523438	-93.806999
1722.656250	-94.074158
1808.789063	-94.616730
1894.921875	-94.723892
1981.054688	-95.012810
2067.187500	-95.375603
2153.320313	-95.712563
2239.453125	-95.800476
2325.585938	-95.976166
2411.718750	-95.937737
2497.851563	-96.296509
2583.984375	-96.338425
2670.117188	-96.592010
2756.250000	-96.909561
2842.382813	-96.866776
2928.515625	-97.169380
3014.648438	-97.242393
3100.781250	-97.286339
3186.914063	-97.562935
3273.046875	-97.913918
3359.179688	-97.896156
3445.312500	-98.007339
3531.445313	-98.459526
3617.578125	-98.628944
3703.710938	-98.991966
3789.843750	-99.162605
3875.976563	-99.208435
3962.109375	-99.417076
4048.242188	-99.288551
4134.375000	-99.501831
4220.507813	-99.697098
4306.640625	-100.100647
4392.773438	-100.500191
4478.906250	-100.683632
4565.039063	-101.029091
4651.171875	-101.192650
4737.304688	-101.341980
4823.437500	-101.532135
4909.570313	-101.829674
4995.703125	-102.001053
5081.835938	-101.725334
5167.968750	-101.922844
5254.101563	-102.263184
5340.234375	-102.364853
5426.367188	-102.380280
