Frequency (Hz)	Level (dB)
86.132813	-32.242546
172.265625	-35.259167
258.398438	-45.521168
344.531250	-56.487553
430.664063	-60.219028
516.796875	-64.826477
602.929688	-68.501953
689.062500	-71.347206
775.195313	-74.065712
861.328125	-78.122826
947.460938	-80.301788
1033.593750	-80.190514
1119.726563	-81.271179
1205.859375	-83.700104
1291.992188	-88.427612
1378.125000	-91.497231
1464.257813	-91.818024
1550.390625	-91.019524
1636.523438	-91.767143
1722.656250	-93.677513
1808.789063	-95.782089
1894.921875	-96.258530
1981.054688	-96.350883
2067.187500	-97.181290
2153.320313	-97.290909
2239.453125	-97.481697
2325.585938	-97.936737
2411.718750	-97.876564
2497.851563	-98.009438
2583.984375	-98.291580
2670.117188	-98.700386
2756.250000	-98.709999
2842.382813	-98.493294
2928.515625	-98.759834
3014.648438	-98.411423
3100.781250	-98.792252
3186.914063	-98.704979
3273.046875	-98.828484
3359.179688	-99.456673
3445.312500	-99.442696
3531.445313	-99.470398
3617.578125	-99.512093
3703.710938	-99.716202
3789.843750	-99.894669
3875.976563	-99.710022
3962.109375	-99.659454
4048.242188	-99.739204
4134.375000	-100.207932
4220.507813	-100.570595
4306.640625	-100.703445
4392.773438	-101.569298
4478.906250	-102.440842
4565.039063	-103.048683
4651.171875	-103.317139
4737.304688	-104.316322
4823.437500	-105.260475
4909.570313	-106.077148
4995.703125	-106.481308
5081.835938	-107.295898
5167.968750	-108.134750
5254.101563	-108.508057
5340.234375	-108.695206
5426.367188	-108.996483
