Frequency (Hz)	Level (dB)
86.132813	-48.512691
172.265625	-53.853256
258.398438	-59.558811
344.531250	-68.502731
430.664063	-78.686478
516.796875	-83.299896
602.929688	-86.805603
689.062500	-87.601013
775.195313	-88.275131
861.328125	-90.032295
947.460938	-91.083076
1033.593750	-91.381126
1119.726563	-91.750931
1205.859375	-92.669502
1291.992188	-93.475357
1378.125000	-93.901695
1464.257813	-94.603073
1550.390625	-94.988525
1636.523438	-95.752716
1722.656250	-96.565399
1808.789063	-96.680191
1894.921875	-97.263367
1981.054688	-98.334213
2067.187500	-98.686447
2153.320313	-98.410049
2239.453125	-98.585884
2325.585938	-99.256340
2411.718750	-99.713951
2497.851563	-99.327301
2583.984375	-99.252197
2670.117188	-99.433472
2756.250000	-99.931343
2842.382813	-99.680824
2928.515625	-99.990593
3014.648438	-100.155792
3100.781250	-100.366104
3186.914063	-100.357224
3273.046875	-100.341858
3359.179688	-100.234047
3445.312500	-100.301956
3531.445313	-100.393982
3617.578125	-100.072617
3703.710938	-100.425652
3789.843750	-100.447151
3875.976563	-100.744255
3962.109375	-100.906067
4048.242188	-100.749779
4134.375000	-100.965218
4220.507813	-100.702759
4306.640625	-101.352440
4392.773438	-101.397514
4478.906250	-101.407532
4565.039063	-101.765694
4651.171875	-101.794777
4737.304688	-101.844749
4823.437500	-102.046677
4909.570313	-102.627899
4995.703125	-102.879822
5081.835938	-102.759117
5167.968750	-103.026733
5254.101563	-103.513908
5340.234375	-103.877007
5426.367188	-103.701355
