Frequency (Hz)	Level (dB)
86.132813	-35.287228
172.265625	-33.896988
258.398438	-36.808735
344.531250	-40.769741
430.664063	-45.259441
516.796875	-48.478180
602.929688	-50.471462
689.062500	-52.712578
775.195313	-54.726276
861.328125	-56.294754
947.460938	-56.929234
1033.593750	-58.138012
1119.726563	-59.922665
1205.859375	-62.000145
1291.992188	-61.960232
1378.125000	-63.998940
1464.257813	-65.340836
1550.390625	-65.773132
1636.523438	-67.012512
1722.656250	-68.500465
1808.789063	-69.221336
1894.921875	-69.440865
1981.054688	-70.393883
2067.187500	-71.649040
2153.320313	-73.710709
2239.453125	-74.866791
2325.585938	-76.127220
2411.718750	-76.763412
2497.851563	-77.971603
2583.984375	-77.002548
2670.117188	-77.276962
2756.250000	-79.400360
2842.382813	-79.739113
2928.515625	-80.865280
3014.648438	-82.459061
3100.781250	-82.831360
3186.914063	-82.895844
3273.046875	-83.665176
3359.179688	-83.734032
3445.312500	-84.390945
3531.445313	-85.780212
3617.578125	-85.825958
3703.710938	-88.082817
3789.843750	-90.032616
3875.976563	-89.640999
3962.109375	-89.522896
4048.242188	-89.255821
4134.375000	-90.764000
4220.507813	-91.184875
4306.640625	-92.916908
4392.773438	-96.377510
4478.906250	-96.324280
4565.039063	-96.721657
4651.171875	-98.652946
4737.304688	-100.262573
4823.437500	-102.659805
4909.570313	-102.896423
4995.703125	-103.730545
5081.835938	-106.870018
5167.968750	-107.788017
5254.101563	-108.074844
5340.234375	-108.562759
5426.367188	-109.198326
