Frequency (Hz)	Level (dB)
86.132812	-42.183949
172.265625	-45.134556
258.398438	-52.158703
344.531250	-62.556870
430.664062	-67.674347
516.796875	-70.489830
602.929688	-72.964081
689.062500	-75.048508
775.195312	-76.589478
861.328125	-78.476990
947.460938	-81.169334
1033.593750	-82.018188
1119.726562	-83.882164
1205.859375	-86.113998
1291.992188	-86.983841
1378.125000	-87.182816
1464.257812	-88.696030
1550.390625	-91.441345
1636.523438	-92.741699
1722.656250	-92.132126
1808.789062	-93.036392
1894.921875	-94.600159
1981.054688	-95.094093
2067.187500	-95.673813
2153.320312	-95.961800
2239.453125	-95.873344
2325.585938	-96.430481
2411.718750	-97.510376
2497.851562	-97.722580
2583.984375	-97.029396
2670.117188	-96.746109
2756.250000	-97.872032
2842.382812	-98.884499
2928.515625	-98.828453
3014.648438	-98.410904
3100.781250	-98.382500
3186.914062	-98.656563
3273.046875	-99.271935
3359.179688	-99.580193
3445.312500	-99.639259
3531.445312	-99.595787
3617.578125	-100.001762
3703.710938	-100.108330
3789.843750	-100.239220
3875.976562	-100.424950
3962.109375	-100.335640
4048.242188	-100.485703
4134.375000	-100.418640
4220.507812	-100.622467
4306.640625	-100.835838
4392.773438	-100.878609
4478.906250	-100.659966
4565.039062	-101.106133
4651.171875	-101.771584
4737.304688	-101.734268
4823.437500	-101.644890
4909.570312	-102.140213
4995.703125	-102.515800
5081.835938	-103.043854
5167.968750	-102.884727
5254.101562	-102.873154
5340.234375	-103.125763
5426.367188	-103.243538
