Frequency (Hz)	Level (dB)
86.132812	-38.838013
172.265625	-41.636734
258.398438	-47.492622
344.531250	-58.828922
430.664062	-66.799370
516.796875	-73.187233
602.929688	-79.479172
689.062500	-84.329651
775.195312	-85.569366
861.328125	-87.915756
947.460938	-90.277092
1033.593750	-89.980949
1119.726562	-91.030792
1205.859375	-93.056938
1291.992188	-93.408630
1378.125000	-93.371597
1464.257812	-95.630539
1550.390625	-97.001816
1636.523438	-96.375587
1722.656250	-96.533470
1808.789062	-97.598839
1894.921875	-98.390282
1981.054688	-98.424141
2067.187500	-98.622780
2153.320312	-98.472473
2239.453125	-98.483353
2325.585938	-99.118134
2411.718750	-99.254837
2497.851562	-98.768211
2583.984375	-98.817810
2670.117188	-99.623474
2756.250000	-100.058067
2842.382812	-99.565460
2928.515625	-99.587173
3014.648438	-100.026375
3100.781250	-100.192230
3186.914062	-100.124069
3273.046875	-99.987442
3359.179688	-100.172234
3445.312500	-100.416298
3531.445312	-100.548431
3617.578125	-100.511513
3703.710938	-100.535217
3789.843750	-100.754745
3875.976562	-100.913895
3962.109375	-100.974419
4048.242188	-101.154839
4134.375000	-101.055878
4220.507812	-100.998573
4306.640625	-101.205894
4392.773438	-101.361313
4478.906250	-101.685379
4565.039062	-102.065277
4651.171875	-101.987358
4737.304688	-101.775635
4823.437500	-102.332016
4909.570312	-102.882690
4995.703125	-102.855705
5081.835938	-103.110306
5167.968750	-103.440239
5254.101562	-103.544563
5340.234375	-103.773079
5426.367188	-103.776802
