Frequency (Hz)	Level (dB)
86.132812	-31.278584
172.265625	-36.203857
258.398438	-44.377048
344.531250	-56.658245
430.664062	-65.042313
516.796875	-69.603600
602.929688	-73.620644
689.062500	-73.382767
775.195312	-73.814285
861.328125	-76.753723
947.460938	-78.981880
1033.593750	-78.749443
1119.726562	-80.116554
1205.859375	-82.563583
1291.992188	-82.942932
1378.125000	-82.646034
1464.257812	-85.706131
1550.390625	-87.153305
1636.523438	-86.183914
1722.656250	-86.714119
1808.789062	-88.824409
1894.921875	-90.878334
1981.054688	-90.673386
2067.187500	-90.014565
2153.320312	-90.494034
2239.453125	-92.430389
2325.585938	-93.882088
2411.718750	-91.924980
2497.851562	-91.090973
2583.984375	-92.571625
2670.117188	-95.489319
2756.250000	-94.166000
2842.382812	-92.721504
2928.515625	-93.774040
3014.648438	-96.089569
3100.781250	-96.049675
3186.914062	-94.850464
3273.046875	-95.167397
3359.179688	-96.856262
3445.312500	-97.298447
3531.445312	-97.363068
3617.578125	-97.199486
3703.710938	-97.305176
3789.843750	-97.686920
3875.976562	-98.097397
3962.109375	-98.654747
4048.242188	-98.690674
4134.375000	-98.582184
4220.507812	-98.778442
4306.640625	-99.206268
4392.773438	-99.608887
4478.906250	-99.555466
4565.039062	-99.234177
4651.171875	-99.622238
4737.304688	-100.675346
4823.437500	-100.959900
4909.570312	-100.881630
4995.703125	-101.129700
5081.835938	-101.855621
5167.968750	-102.257820
5254.101562	-102.195198
5340.234375	-101.960449
5426.367188	-102.421906
