Frequency (Hz)	Level (dB)
86.132812	-29.193386
172.265625	-33.759823
258.398438	-44.108780
344.531250	-58.306961
430.664062	-66.897858
516.796875	-71.203171
602.929688	-75.292114
689.062500	-77.020927
775.195312	-76.334900
861.328125	-76.453850
947.460938	-79.152344
1033.593750	-81.426788
1119.726562	-81.758598
1205.859375	-82.337265
1291.992188	-83.944511
1378.125000	-85.624779
1464.257812	-86.387184
1550.390625	-85.165718
1636.523438	-87.401657
1722.656250	-89.480156
1808.789062	-88.841248
1894.921875	-88.062447
1981.054688	-88.770302
2067.187500	-91.095154
2153.320312	-92.763992
2239.453125	-91.311760
2325.585938	-91.598351
2411.718750	-92.706886
2497.851562	-94.163246
2583.984375	-94.957314
2670.117188	-94.071785
2756.250000	-93.716324
2842.382812	-94.828293
2928.515625	-95.236526
3014.648438	-93.785019
3100.781250	-94.034851
3186.914062	-95.447731
3273.046875	-96.158356
3359.179688	-96.603607
3445.312500	-97.475090
3531.445312	-97.709114
3617.578125	-97.266823
3703.710938	-97.685326
3789.843750	-98.100471
3875.976562	-98.077217
3962.109375	-98.040222
4048.242188	-98.496117
4134.375000	-99.204346
4220.507812	-98.583450
4306.640625	-98.390907
4392.773438	-99.036095
4478.906250	-99.560593
4565.039062	-100.263283
4651.171875	-100.235138
4737.304688	-100.270676
4823.437500	-100.155937
4909.570312	-100.738243
4995.703125	-101.397888
5081.835938	-101.861710
5167.968750	-101.657822
5254.101562	-101.598259
5340.234375	-102.043938
5426.367188	-101.987526
